_id,gameId,teamId,assists,blocks,steals,fieldGoalsPercentage,threePointersPercentage,freeThrowsPercentage,reboundsDefensive,reboundsOffensive,reboundsTotal,turnovers,q1Points,q2Points,q3Points,q4Points
699821d0e161b702e0895e06,29500198,1610612765,18,4,7,0.477,0.286,0.82,25,9,34,16,NaN,NaN,NaN,NaN
699821d0e161b702e0895e07,29500193,1610612737,21,4,15,0.568,0.538,0.789,31,14,45,24,NaN,NaN,NaN,NaN
699821d0e161b702e0895e08,29500191,1610612738,20,7,5,0.457,0.3,0.742,38,10,48,18,NaN,NaN,NaN,NaN
699821d0e161b702e0895e09,29500188,1610612744,19,7,10,0.408,0.222,0.78,26,11,37,14,NaN,NaN,NaN,NaN
699821d0e161b702e0895e0a,29500192,1610612746,17,6,5,0.395,0.154,0.625,37,12,49,15,NaN,NaN,NaN,NaN
699821d0e161b702e0895e0b,29500189,1610612747,32,6,10,0.472,0.25,0.588,33,15,48,10,NaN,NaN,NaN,NaN
699821d0e161b702e0895e0c,29500190,1610612752,23,2,3,0.5,0.526,0.833,22,9,31,10,NaN,NaN,NaN,NaN
699821d0e161b702e0895e0d,29500193,1610612755,13,2,12,0.382,0,0.719,19,17,36,22,NaN,NaN,NaN,NaN
699821d0e161b702e0895e0e,29500189,1610612756,26,8,6,0.418,0.219,0.722,35,16,51,17,NaN,NaN,NaN,NaN
699821d0e161b702e0895e0f,29500188,1610612757,30,4,9,0.518,0.565,0.591,31,13,44,19,NaN,NaN,NaN,NaN
699821d0e161b702e0895e10,29500192,1610612759,27,8,9,0.442,0.429,0.8,38,8,46,10,NaN,NaN,NaN,NaN
699821d0e161b702e0895e11,29500191,1610612765,14,5,9,0.391,0.417,0.742,36,11,47,11,NaN,NaN,NaN,NaN
699821d0e161b702e0895e12,29500190,1610612766,23,2,3,0.541,0.286,0.816,25,7,32,7,NaN,NaN,NaN,NaN
699821d0e161b702e0895e13,29500180,1610612737,21,2,13,0.407,0.44,0.654,31,16,47,14,NaN,NaN,NaN,NaN
699821d0e161b702e0895e14,29500183,1610612739,26,4,10,0.529,0.353,0.684,22,10,32,15,NaN,NaN,NaN,NaN
699821d0e161b702e0895e15,29500184,1610612742,20,4,2,0.478,0.4,0.913,30,7,37,22,NaN,NaN,NaN,NaN
699821d0e161b702e0895e16,29500185,1610612743,16,9,7,0.368,0.267,0.773,35,17,52,17,NaN,NaN,NaN,NaN
699821d0e161b702e0895e17,29500179,1610612745,24,6,4,0.488,0.316,0.769,33,20,53,14,NaN,NaN,NaN,NaN
699821d0e161b702e0895e18,29500179,1610612746,23,6,7,0.463,0.286,0.786,25,16,41,10,NaN,NaN,NaN,NaN
699821d0e161b702e0895e19,29500184,1610612748,24,1,14,0.473,0.333,0.75,24,18,42,9,NaN,NaN,NaN,NaN
699821d0e161b702e0895e1a,29500182,1610612749,23,3,5,0.486,0.526,0.769,28,9,37,17,NaN,NaN,NaN,NaN
699821d0e161b702e0895e1b,29500186,1610612750,26,8,9,0.591,0.75,0.784,31,10,41,20,NaN,NaN,NaN,NaN
699821d0e161b702e0895e1c,29500181,1610612751,27,5,8,0.412,0.333,0.773,35,24,59,12,NaN,NaN,NaN,NaN
699821d0e161b702e0895e1d,29500180,1610612752,25,5,6,0.407,0.222,0.793,32,17,49,19,NaN,NaN,NaN,NaN
699821d0e161b702e0895e1e,29500187,1610612754,20,0,14,0.472,0.333,0.718,21,8,29,16,NaN,NaN,NaN,NaN
699821d0e161b702e0895e1f,29500185,1610612758,18,4,10,0.416,0.4,0.719,37,12,49,14,NaN,NaN,NaN,NaN
699821d0e161b702e0895e20,29500187,1610612760,24,1,10,0.556,0.316,0.536,27,11,38,24,NaN,NaN,NaN,NaN
699821d0e161b702e0895e21,29500183,1610612761,20,3,8,0.478,0.385,0.9,24,12,36,18,NaN,NaN,NaN,NaN
699821d0e161b702e0895e22,29500186,1610612763,20,1,9,0.464,0.25,0.63,21,15,36,17,NaN,NaN,NaN,NaN
699821d0e161b702e0895e23,29500181,1610612764,20,6,8,0.407,0.4,0.588,28,16,44,12,NaN,NaN,NaN,NaN
699821d0e161b702e0895e24,29500182,1610612766,27,2,6,0.538,0.316,0.933,28,7,35,9,NaN,NaN,NaN,NaN
699821d0e161b702e0895e25,29500178,1610612741,28,1,12,0.549,0.3,0.778,22,4,26,11,NaN,NaN,NaN,NaN
699821d0e161b702e0895e26,29500175,1610612744,20,4,9,0.358,0.143,0.844,24,20,44,10,NaN,NaN,NaN,NaN
699821d0e161b702e0895e27,29500177,1610612753,19,6,7,0.443,0.455,0.706,27,14,41,16,NaN,NaN,NaN,NaN
699821d0e161b702e0895e28,29500176,1610612756,18,3,5,0.4,0.32,0.805,26,14,40,13,NaN,NaN,NaN,NaN
699821d0e161b702e0895e29,29500178,1610612757,18,3,7,0.526,0.474,0.577,25,10,35,18,NaN,NaN,NaN,NaN
699821d0e161b702e0895e2a,29500175,1610612761,21,6,6,0.538,0.455,0.722,29,5,34,16,NaN,NaN,NaN,NaN
699821d0e161b702e0895e2b,29500176,1610612762,27,2,5,0.538,0.455,0.781,39,10,49,16,NaN,NaN,NaN,NaN
699821d0e161b702e0895e2c,29500177,1610612765,20,1,9,0.422,0.538,0.857,24,13,37,11,NaN,NaN,NaN,NaN
699821d0e161b702e0895e2d,29500171,1610612738,27,4,5,0.483,0.5,0.9,35,8,43,18,NaN,NaN,NaN,NaN
699821d0e161b702e0895e2e,29500172,1610612741,25,3,11,0.432,0.167,0.581,29,15,44,12,NaN,NaN,NaN,NaN
699821d0e161b702e0895e2f,29500174,1610612745,23,5,7,0.472,0.12,0.784,35,3,38,11,NaN,NaN,NaN,NaN
699821d0e161b702e0895e30,29500170,1610612749,19,6,11,0.488,0.375,0.783,16,12,28,17,NaN,NaN,NaN,NaN
699821d0e161b702e0895e31,29500170,1610612750,24,5,8,0.6,0.25,0.735,27,6,33,17,NaN,NaN,NaN,NaN
699821d0e161b702e0895e32,29500173,1610612751,23,8,15,0.382,0.625,0.725,30,12,42,19,NaN,NaN,NaN,NaN
699821d0e161b702e0895e33,29500173,1610612758,24,8,6,0.438,0.357,0.833,30,10,40,21,NaN,NaN,NaN,NaN
699821d0e161b702e0895e34,29500172,1610612760,23,3,7,0.563,0.333,0.588,27,5,32,16,NaN,NaN,NaN,NaN
699821d0e161b702e0895e35,29500174,1610612765,21,4,9,0.424,0.409,0.724,33,14,47,12,NaN,NaN,NaN,NaN
699821d0e161b702e0895e36,29500171,1610612766,22,6,8,0.443,0.316,0.675,33,12,45,11,NaN,NaN,NaN,NaN
699821d0e161b702e0895e37,29500161,1610612737,22,2,14,0.453,0.417,0.813,23,20,43,13,NaN,NaN,NaN,NaN
699821d0e161b702e0895e38,29500163,1610612739,25,4,7,0.423,0.286,0.75,24,16,40,12,NaN,NaN,NaN,NaN
699821d0e161b702e0895e39,29500165,1610612743,22,3,4,0.382,0.409,0.9,28,12,40,14,NaN,NaN,NaN,NaN
699821d0e161b702e0895e3a,29500168,1610612744,30,8,15,0.518,0.429,0.684,34,15,49,15,NaN,NaN,NaN,NaN
699821d0e161b702e0895e3b,29500169,1610612745,17,0,4,0.421,0.222,0.741,25,14,39,11,NaN,NaN,NaN,NaN
699821d0e161b702e0895e3c,29500164,1610612746,17,1,10,0.378,0.214,0.65,30,14,44,10,NaN,NaN,NaN,NaN
699821d0e161b702e0895e3d,29500166,1610612747,28,4,12,0.472,0.333,0.821,31,10,41,13,NaN,NaN,NaN,NaN
699821d0e161b702e0895e3e,29500162,1610612748,25,4,12,0.507,0.5,0.756,31,10,41,14,NaN,NaN,NaN,NaN
699821d0e161b702e0895e3f,29500163,1610612749,22,6,7,0.484,0.4,0.778,28,8,36,16,NaN,NaN,NaN,NaN
699821d0e161b702e0895e40,29500169,1610612752,20,9,7,0.473,0.2,0.784,28,10,38,11,NaN,NaN,NaN,NaN
699821d0e161b702e0895e41,29500167,1610612753,25,4,6,0.493,0.524,0.806,32,7,39,10,NaN,NaN,NaN,NaN
699821d0e161b702e0895e42,29500168,1610612755,23,8,5,0.43,0.182,0.704,23,14,37,20,NaN,NaN,NaN,NaN
699821d0e161b702e0895e43,29500166,1610612756,28,6,11,0.476,0.381,0.788,35,10,45,20,NaN,NaN,NaN,NaN
699821d0e161b702e0895e44,29500164,1610612759,15,4,4,0.492,0.55,0.781,35,3,38,17,NaN,NaN,NaN,NaN
699821d0e161b702e0895e45,29500161,1610612761,25,3,8,0.528,0.417,0.913,25,11,36,21,NaN,NaN,NaN,NaN
699821d0e161b702e0895e46,29500165,1610612762,17,6,7,0.413,0.143,0.778,31,13,44,14,NaN,NaN,NaN,NaN
699821d0e161b702e0895e47,29500162,1610612763,24,2,11,0.5,0.583,0.6,22,7,29,16,NaN,NaN,NaN,NaN
699821d0e161b702e0895e48,29500167,1610612764,20,4,5,0.5,0.412,0.63,29,11,40,8,NaN,NaN,NaN,NaN
699821d0e161b702e0895e49,29500150,1610612738,21,2,11,0.461,0.357,0.731,27,10,37,22,NaN,NaN,NaN,NaN
699821d0e161b702e0895e4a,29500153,1610612739,19,2,7,0.523,0.357,0.871,25,4,29,13,NaN,NaN,NaN,NaN
699821d0e161b702e0895e4b,29500156,1610612741,18,5,5,0.408,0.462,0.667,39,13,52,13,NaN,NaN,NaN,NaN
699821d0e161b702e0895e4c,29500158,1610612742,27,4,8,0.406,0.348,0.719,30,22,52,10,NaN,NaN,NaN,NaN
699821d0e161b702e0895e4d,29500158,1610612743,19,11,4,0.467,0.476,0.64,39,18,57,13,NaN,NaN,NaN,NaN
699821d0e161b702e0895e4e,29500150,1610612744,20,7,13,0.464,0.333,0.69,23,17,40,21,NaN,NaN,NaN,NaN
699821d0e161b702e0895e4f,29500151,1610612747,19,8,9,0.446,0.217,0.655,29,12,41,17,NaN,NaN,NaN,NaN
699821d0e161b702e0895e50,29500155,1610612748,15,3,5,0.443,0.417,0.75,22,9,31,17,NaN,NaN,NaN,NaN
699821d0e161b702e0895e51,29500157,1610612750,26,7,7,0.436,0.053,0.744,31,12,43,14,NaN,NaN,NaN,NaN
699821d0e161b702e0895e52,29500159,1610612751,17,6,11,0.352,0.273,0.917,28,17,45,15,NaN,NaN,NaN,NaN
699821d0e161b702e0895e53,29500157,1610612753,29,6,9,0.447,0.316,0.794,25,11,36,9,NaN,NaN,NaN,NaN
699821d0e161b702e0895e54,29500153,1610612754,23,0,8,0.507,0.333,0.654,23,8,31,14,NaN,NaN,NaN,NaN
699821d0e161b702e0895e55,29500154,1610612755,20,5,7,0.387,0.231,0.654,23,10,33,24,NaN,NaN,NaN,NaN
699821d0e161b702e0895e56,29500159,1610612757,21,9,9,0.506,0.462,0.55,34,13,47,17,NaN,NaN,NaN,NaN
699821d0e161b702e0895e57,29500151,1610612758,27,4,4,0.464,0.412,0.737,29,16,45,19,NaN,NaN,NaN,NaN
699821d0e161b702e0895e58,29500152,1610612759,18,4,10,0.462,0.391,0.633,27,10,37,17,NaN,NaN,NaN,NaN
699821d0e161b702e0895e59,29500152,1610612760,29,3,10,0.533,0.333,0.636,33,7,40,17,NaN,NaN,NaN,NaN
699821d0e161b702e0895e5a,29500156,1610612762,23,7,5,0.39,0.417,0.593,31,14,45,12,NaN,NaN,NaN,NaN
699821d0e161b702e0895e5b,29500160,1610612763,16,0,7,0.448,0.375,0.719,21,15,36,11,NaN,NaN,NaN,NaN
699821d0e161b702e0895e5c,29500155,1610612764,17,5,10,0.557,0.6,0.813,30,12,42,18,NaN,NaN,NaN,NaN
699821d0e161b702e0895e5d,29500154,1610612765,25,3,11,0.526,0.5,0.842,36,8,44,18,NaN,NaN,NaN,NaN
699821d0e161b702e0895e5e,29500160,1610612766,29,3,4,0.589,0.563,0.724,29,9,38,19,NaN,NaN,NaN,NaN
699821d0e161b702e0895e5f,29500149,1610612745,27,5,11,0.506,0.524,0.741,25,14,39,14,NaN,NaN,NaN,NaN
699821d0e161b702e0895e60,29500149,1610612754,30,4,6,0.487,0.333,0.763,30,11,41,16,NaN,NaN,NaN,NaN
699821d0e161b702e0895e61,29500143,1610612737,28,3,6,0.495,0.414,0.615,22,18,40,15,NaN,NaN,NaN,NaN
699821d0e161b702e0895e62,29500139,1610612738,29,6,5,0.584,0.538,0.696,29,9,38,13,NaN,NaN,NaN,NaN
699821d0e161b702e0895e63,29500140,1610612739,24,2,10,0.455,0.222,0.714,25,9,34,13,NaN,NaN,NaN,NaN
699821d0e161b702e0895e64,29500137,1610612741,23,1,8,0.446,0.125,0.714,34,17,51,12,NaN,NaN,NaN,NaN
699821d0e161b702e0895e65,29500138,1610612744,13,5,8,0.311,0.364,0.868,24,15,39,10,NaN,NaN,NaN,NaN
699821d0e161b702e0895e66,29500147,1610612745,32,9,10,0.556,0.529,0.696,26,9,35,13,NaN,NaN,NaN,NaN
699821d0e161b702e0895e67,29500144,1610612746,20,3,6,0.543,0.455,0.667,35,16,51,11,NaN,NaN,NaN,NaN
699821d0e161b702e0895e68,29500138,1610612748,17,14,5,0.461,0.263,0.7,37,18,55,16,NaN,NaN,NaN,NaN
699821d0e161b702e0895e69,29500146,1610612749,24,6,4,0.424,0.474,0.714,27,14,41,12,NaN,NaN,NaN,NaN
699821d0e161b702e0895e6a,29500142,1610612750,22,6,10,0.378,0.545,0.879,19,12,31,19,NaN,NaN,NaN,NaN
699821d0e161b702e0895e6b,29500144,1610612751,16,2,4,0.415,0.25,0.75,25,12,37,16,NaN,NaN,NaN,NaN
699821d0e161b702e0895e6c,29500140,1610612752,23,3,6,0.457,0.308,1,28,14,42,15,NaN,NaN,NaN,NaN
699821d0e161b702e0895e6d,29500141,1610612753,23,9,6,0.407,0.182,0.73,27,16,43,11,NaN,NaN,NaN,NaN
699821d0e161b702e0895e6e,29500147,1610612755,25,4,7,0.456,0.467,0.81,24,24,48,19,NaN,NaN,NaN,NaN
699821d0e161b702e0895e6f,29500143,1610612756,38,3,3,0.606,0.417,0.839,33,7,40,20,NaN,NaN,NaN,NaN
699821d0e161b702e0895e70,29500148,1610612758,14,5,7,0.444,0.412,0.923,24,12,36,12,NaN,NaN,NaN,NaN
699821d0e161b702e0895e71,29500137,1610612759,20,10,8,0.416,0.273,0.692,31,11,42,16,NaN,NaN,NaN,NaN
699821d0e161b702e0895e72,29500142,1610612760,21,6,13,0.438,0.167,0.943,30,14,44,20,NaN,NaN,NaN,NaN
699821d0e161b702e0895e73,29500146,1610612761,19,3,6,0.434,0,0.741,28,15,43,13,NaN,NaN,NaN,NaN
699821d0e161b702e0895e74,29500148,1610612762,34,6,7,0.488,0.45,0.692,26,14,40,10,NaN,NaN,NaN,NaN
699821d0e161b702e0895e75,29500141,1610612763,24,5,4,0.462,0.5,0.68,29,12,41,11,NaN,NaN,NaN,NaN
699821d0e161b702e0895e76,29500145,1610612764,23,4,14,0.508,0.6,0.697,25,3,28,18,NaN,NaN,NaN,NaN
699821d0e161b702e0895e77,29500145,1610612765,18,8,8,0.471,0,0.705,30,13,43,22,NaN,NaN,NaN,NaN
699821d0e161b702e0895e78,29500139,1610612766,21,0,4,0.523,0.423,0.767,18,10,28,11,NaN,NaN,NaN,NaN
699821d0e161b702e0895e79,29500134,1610612737,17,4,8,0.469,0.273,0.68,27,12,39,20,NaN,NaN,NaN,NaN
699821d0e161b702e0895e7a,29500136,1610612741,16,14,6,0.452,0.25,0.808,38,12,50,13,NaN,NaN,NaN,NaN
699821d0e161b702e0895e7b,29500136,1610612742,22,5,8,0.343,0.3,0.71,34,32,66,15,NaN,NaN,NaN,NaN
699821d0e161b702e0895e7c,29500134,1610612743,24,6,4,0.475,0.222,0.725,27,17,44,15,NaN,NaN,NaN,NaN
699821d0e161b702e0895e7d,29500133,1610612747,29,5,11,0.488,0.3,0.793,26,15,41,22,NaN,NaN,NaN,NaN
699821d0e161b702e0895e7e,29500133,1610612757,29,8,7,0.518,0.294,0.8,27,12,39,22,NaN,NaN,NaN,NaN
699821d0e161b702e0895e7f,29500135,1610612760,26,6,10,0.418,0.3,0.758,31,13,44,18,NaN,NaN,NaN,NaN
699821d0e161b702e0895e80,29500135,1610612761,36,8,11,0.449,0.294,0.63,33,16,49,17,NaN,NaN,NaN,NaN
699821d0e161b702e0895e81,29500132,1610612738,22,3,5,0.418,0.533,0.409,31,17,48,16,NaN,NaN,NaN,NaN
699821d0e161b702e0895e82,29500129,1610612744,22,8,12,0.464,0.368,0.667,30,13,43,22,NaN,NaN,NaN,NaN
699821d0e161b702e0895e83,29500132,1610612745,9,9,12,0.429,0.364,0.848,30,12,42,14,NaN,NaN,NaN,NaN
699821d0e161b702e0895e84,29500130,1610612746,27,3,8,0.506,0.294,0.733,21,7,28,13,NaN,NaN,NaN,NaN
699821d0e161b702e0895e85,29500131,1610612751,17,4,9,0.325,0.105,0.694,23,16,39,18,NaN,NaN,NaN,NaN
699821d0e161b702e0895e86,29500129,1610612753,24,6,18,0.455,0.267,0.81,31,15,46,18,NaN,NaN,NaN,NaN
699821d0e161b702e0895e87,29500130,1610612757,25,4,9,0.561,0.4,0.708,25,11,36,12,NaN,NaN,NaN,NaN
699821d0e161b702e0895e88,29500131,1610612762,26,7,9,0.444,0.5,0.929,34,17,51,21,NaN,NaN,NaN,NaN
699821d0e161b702e0895e89,29500126,1610612737,15,6,13,0.44,0.313,0.806,28,18,46,16,NaN,NaN,NaN,NaN
699821d0e161b702e0895e8a,29500128,1610612746,26,3,14,0.413,0.25,0.75,25,13,38,18,NaN,NaN,NaN,NaN
699821d0e161b702e0895e8b,29500128,1610612747,30,6,10,0.494,0.389,0.769,35,17,52,20,NaN,NaN,NaN,NaN
699821d0e161b702e0895e8c,29500127,1610612752,17,3,8,0.513,0.267,0.824,26,10,36,13,NaN,NaN,NaN,NaN
699821d0e161b702e0895e8d,29500126,1610612758,22,9,9,0.43,0.211,0.733,28,17,45,20,NaN,NaN,NaN,NaN
699821d0e161b702e0895e8e,29500127,1610612763,19,4,9,0.459,0.385,0.769,24,13,37,14,NaN,NaN,NaN,NaN
699821d0e161b702e0895e8f,29500116,1610612738,22,4,8,0.559,0.667,0.656,25,12,37,19,NaN,NaN,NaN,NaN
699821d0e161b702e0895e90,29500124,1610612739,27,5,8,0.493,0.313,0.7,22,14,36,10,NaN,NaN,NaN,NaN
699821d0e161b702e0895e91,29500122,1610612742,21,4,10,0.432,0.333,0.795,19,18,37,16,NaN,NaN,NaN,NaN
699821d0e161b702e0895e92,29500121,1610612743,24,9,11,0.471,0.412,0.667,29,18,47,20,NaN,NaN,NaN,NaN
699821d0e161b702e0895e93,29500122,1610612744,30,6,11,0.595,0.429,0.818,25,6,31,16,NaN,NaN,NaN,NaN
699821d0e161b702e0895e94,29500121,1610612745,22,4,8,0.488,0.429,0.682,25,9,34,17,NaN,NaN,NaN,NaN
699821d0e161b702e0895e95,29500123,1610612748,19,7,5,0.416,0.455,0.828,26,19,45,12,NaN,NaN,NaN,NaN
699821d0e161b702e0895e96,29500116,1610612749,21,2,8,0.446,0.25,0.8,19,13,32,16,NaN,NaN,NaN,NaN
699821d0e161b702e0895e97,29500120,1610612750,17,6,9,0.438,0.25,0.766,16,12,28,15,NaN,NaN,NaN,NaN
699821d0e161b702e0895e98,29500125,1610612751,21,5,14,0.4,0.364,0.846,27,30,57,12,NaN,NaN,NaN,NaN
699821d0e161b702e0895e99,29500123,1610612753,22,7,10,0.493,0.286,0.667,28,14,42,14,NaN,NaN,NaN,NaN
699821d0e161b702e0895e9a,29500117,1610612754,29,5,4,0.519,0.476,0.722,37,15,52,22,NaN,NaN,NaN,NaN
699821d0e161b702e0895e9b,29500125,1610612755,12,5,7,0.408,0.25,0.833,31,15,46,19,NaN,NaN,NaN,NaN
699821d0e161b702e0895e9c,29500119,1610612756,28,2,5,0.429,0.526,0.833,36,10,46,9,NaN,NaN,NaN,NaN
699821d0e161b702e0895e9d,29500119,1610612757,28,2,3,0.43,0.304,0.656,35,16,51,12,NaN,NaN,NaN,NaN
699821d0e161b702e0895e9e,29500118,1610612759,27,7,11,0.471,0.318,0.714,26,16,42,10,NaN,NaN,NaN,NaN
699821d0e161b702e0895e9f,29500117,1610612760,29,6,15,0.427,0.348,0.788,25,9,34,10,NaN,NaN,NaN,NaN
699821d0e161b702e0895ea0,29500115,1610612761,26,6,10,0.521,0.412,0.769,30,8,38,21,NaN,NaN,NaN,NaN
699821d0e161b702e0895ea1,29500120,1610612762,31,7,5,0.56,0.333,0.844,29,13,42,17,NaN,NaN,NaN,NaN
699821d0e161b702e0895ea2,29500115,1610612764,20,2,11,0.444,0.316,0.828,25,15,40,16,NaN,NaN,NaN,NaN
699821d0e161b702e0895ea3,29500124,1610612765,21,4,5,0.459,0.45,0.684,23,15,38,15,NaN,NaN,NaN,NaN
699821d0e161b702e0895ea4,29500118,1610612766,26,4,8,0.481,0.444,0.893,29,12,41,17,NaN,NaN,NaN,NaN
699821d0e161b702e0895ea5,29500105,1610612737,15,3,10,0.449,0.25,0.667,23,10,33,14,NaN,NaN,NaN,NaN
699821d0e161b702e0895ea6,29500110,1610612738,24,5,5,0.577,0.333,0.72,33,11,44,14,NaN,NaN,NaN,NaN
699821d0e161b702e0895ea7,29500112,1610612739,25,2,15,0.53,0.609,0.522,27,20,47,18,NaN,NaN,NaN,NaN
699821d0e161b702e0895ea8,29500106,1610612741,31,5,11,0.517,0.4,0.882,24,13,37,18,NaN,NaN,NaN,NaN
699821d0e161b702e0895ea9,29500107,1610612742,16,4,2,0.43,0.235,0.621,32,13,45,16,NaN,NaN,NaN,NaN
699821d0e161b702e0895eaa,29500104,1610612743,23,7,3,0.425,0.353,0.645,25,14,39,13,NaN,NaN,NaN,NaN
699821d0e161b702e0895eab,29500107,1610612746,14,5,7,0.483,0.182,0.65,29,14,43,13,NaN,NaN,NaN,NaN
699821d0e161b702e0895eac,29500113,1610612747,28,6,11,0.494,0.353,0.71,23,15,38,11,NaN,NaN,NaN,NaN
699821d0e161b702e0895ead,29500105,1610612748,21,7,7,0.479,0.364,0.76,31,11,42,18,NaN,NaN,NaN,NaN
699821d0e161b702e0895eae,29500111,1610612750,16,6,15,0.367,0.273,0.778,19,15,34,19,NaN,NaN,NaN,NaN
699821d0e161b702e0895eaf,29500106,1610612751,20,5,10,0.447,0.143,0.781,24,11,35,20,NaN,NaN,NaN,NaN
699821d0e161b702e0895eb0,29500104,1610612752,30,2,6,0.52,0.6,0.684,29,11,40,16,NaN,NaN,NaN,NaN
699821d0e161b702e0895eb1,29500112,1610612755,16,6,5,0.433,0.273,0.75,19,9,28,25,NaN,NaN,NaN,NaN
699821d0e161b702e0895eb2,29500114,1610612756,24,6,8,0.427,0.25,0.714,26,14,40,15,NaN,NaN,NaN,NaN
699821d0e161b702e0895eb3,29500114,1610612758,21,3,8,0.442,0.5,0.756,38,17,55,16,NaN,NaN,NaN,NaN
699821d0e161b702e0895eb4,29500108,1610612760,15,3,7,0.472,0.176,0.711,34,8,42,13,NaN,NaN,NaN,NaN
699821d0e161b702e0895eb5,29500111,1610612761,35,12,9,0.563,0.667,0.788,34,7,41,23,NaN,NaN,NaN,NaN
699821d0e161b702e0895eb6,29500109,1610612762,21,0,8,0.459,0.455,0.65,31,9,40,12,NaN,NaN,NaN,NaN
699821d0e161b702e0895eb7,29500113,1610612763,17,2,4,0.431,0.2,0.75,23,14,37,17,NaN,NaN,NaN,NaN
699821d0e161b702e0895eb8,29500110,1610612764,17,5,6,0.466,0.316,0.667,21,13,34,10,NaN,NaN,NaN,NaN
699821d0e161b702e0895eb9,29500109,1610612765,17,5,4,0.403,0.333,0.789,32,9,41,14,NaN,NaN,NaN,NaN
699821d0e161b702e0895eba,29500108,1610612766,25,2,5,0.402,0.296,0.818,36,17,53,14,NaN,NaN,NaN,NaN
699821d0e161b702e0895ebb,29500100,1610612744,19,2,7,0.438,0.5,0.788,25,10,35,18,NaN,NaN,NaN,NaN
699821d0e161b702e0895ebc,29500101,1610612745,30,5,3,0.512,0.5,0.722,41,9,50,8,NaN,NaN,NaN,NaN
699821d0e161b702e0895ebd,29500103,1610612746,14,2,10,0.476,0.313,0.645,31,18,49,16,NaN,NaN,NaN,NaN
699821d0e161b702e0895ebe,29500101,1610612749,20,1,4,0.373,0.471,0.6,30,19,49,8,NaN,NaN,NaN,NaN
699821d0e161b702e0895ebf,29500100,1610612752,27,3,16,0.466,0.375,0.842,27,16,43,13,NaN,NaN,NaN,NaN
699821d0e161b702e0895ec0,29500099,1610612753,17,8,9,0.375,0.421,0.871,24,13,37,15,NaN,NaN,NaN,NaN
699821d0e161b702e0895ec1,29500099,1610612754,20,4,8,0.392,0.308,0.824,27,16,43,19,NaN,NaN,NaN,NaN
699821d0e161b702e0895ec2,29500102,1610612757,25,1,11,0.506,0.294,0.531,28,13,41,22,NaN,NaN,NaN,NaN
699821d0e161b702e0895ec3,29500102,1610612758,25,5,13,0.551,0.417,0.632,30,7,37,19,NaN,NaN,NaN,NaN
699821d0e161b702e0895ec4,29500103,1610612763,11,2,11,0.521,0.294,0.586,23,7,30,15,NaN,NaN,NaN,NaN
699821d0e161b702e0895ec5,29500090,1610612738,17,2,7,0.444,0.077,0.739,29,10,39,17,NaN,NaN,NaN,NaN
699821d0e161b702e0895ec6,29500098,1610612739,22,2,9,0.5,0.556,0.667,22,11,33,21,NaN,NaN,NaN,NaN
699821d0e161b702e0895ec7,29500098,1610612741,30,3,10,0.558,0.667,0.76,22,13,35,14,NaN,NaN,NaN,NaN
699821d0e161b702e0895ec8,29500095,1610612742,25,3,3,0.38,0.423,0.593,33,16,49,15,NaN,NaN,NaN,NaN
699821d0e161b702e0895ec9,29500092,1610612743,34,6,8,0.482,0.32,0.793,39,16,55,13,NaN,NaN,NaN,NaN
699821d0e161b702e0895eca,29500096,1610612745,26,12,14,0.477,0.286,0.683,31,5,36,24,NaN,NaN,NaN,NaN
699821d0e161b702e0895ecb,29500095,1610612747,33,11,9,0.448,0.308,0.75,33,20,53,10,NaN,NaN,NaN,NaN
699821d0e161b702e0895ecc,29500093,1610612748,24,10,4,0.465,0.353,0.641,33,12,45,14,NaN,NaN,NaN,NaN
699821d0e161b702e0895ecd,29500097,1610612750,22,8,4,0.397,0.286,0.714,34,17,51,14,NaN,NaN,NaN,NaN
699821d0e161b702e0895ece,29500089,1610612751,25,4,12,0.424,0.364,0.875,27,19,46,10,NaN,NaN,NaN,NaN
699821d0e161b702e0895ecf,29500093,1610612754,14,0,4,0.425,0.455,0.923,23,10,33,10,NaN,NaN,NaN,NaN
699821d0e161b702e0895ed0,29500091,1610612755,11,3,9,0.393,0.231,0.839,23,14,37,23,NaN,NaN,NaN,NaN
699821d0e161b702e0895ed1,29500092,1610612756,26,5,8,0.436,0.276,0.804,36,12,48,13,NaN,NaN,NaN,NaN
699821d0e161b702e0895ed2,29500097,1610612759,24,4,7,0.464,0.308,0.639,34,12,46,9,NaN,NaN,NaN,NaN
699821d0e161b702e0895ed3,29500094,1610612760,16,2,8,0.37,0.278,0.786,27,21,48,21,NaN,NaN,NaN,NaN
699821d0e161b702e0895ed4,29500096,1610612761,25,5,15,0.379,0.286,0.767,34,20,54,26,NaN,NaN,NaN,NaN
699821d0e161b702e0895ed5,29500090,1610612762,22,4,11,0.487,0.571,0.706,32,10,42,15,NaN,NaN,NaN,NaN
699821d0e161b702e0895ed6,29500091,1610612764,24,9,13,0.539,0.333,0.813,34,12,46,17,NaN,NaN,NaN,NaN
699821d0e161b702e0895ed7,29500094,1610612765,20,4,4,0.416,0.316,0.923,28,14,42,16,NaN,NaN,NaN,NaN
699821d0e161b702e0895ed8,29500089,1610612766,17,2,8,0.517,0.438,0.769,29,3,32,26,NaN,NaN,NaN,NaN
699821d0e161b702e0895ed9,29500082,1610612737,17,3,12,0.494,0.4,0.821,21,17,38,12,NaN,NaN,NaN,NaN
