_id,gameId,teamId,assists,blocks,steals,fieldGoalsPercentage,threePointersPercentage,freeThrowsPercentage,reboundsDefensive,reboundsOffensive,reboundsTotal,turnovers,q1Points,q2Points,q3Points,q4Points
699821cee161b702e0882d73,22400713,1610612752,26,4,10,0.5,0.32,0.826,26,17,43,11,30,38,30,23
699821cee161b702e0882d74,22400713,1610612761,27,4,7,0.524,0.379,0.947,24,10,34,14,34,17,35,29
699821cee161b702e0882d75,22400712,1610612742,24,4,8,0.471,0.333,0.806,29,15,44,12,31,34,22,29
699821cee161b702e0882d76,22400712,1610612755,37,4,5,0.547,0.333,0.684,25,9,34,12,36,22,36,24
699821cee161b702e0882d77,22400708,1610612744,25,0,9,0.436,0.308,0.706,35,9,44,13,18,25,39,22
699821cee161b702e0882d78,22400708,1610612753,23,2,8,0.434,0.25,0.5,34,18,52,11,26,17,24,32
699821cee161b702e0882d79,22400709,1610612756,28,5,12,0.471,0.357,0.857,33,10,43,14,31,24,25,27
699821cee161b702e0882d7a,22400709,1610612757,30,2,6,0.449,0.4,0.833,34,14,48,12,31,18,37,21
699821cee161b702e0882d7b,22400706,1610612740,27,4,5,0.432,0.474,0.864,27,14,41,10,23,27,35,28
699821cee161b702e0882d7c,22400706,1610612743,28,6,7,0.5,0.364,0.808,32,14,46,5,33,35,25,32
699821cee161b702e0882d7d,22400707,1610612754,32,10,13,0.473,0.238,0.8,31,6,37,9,24,33,26,29
699821cee161b702e0882d7e,22400707,1610612762,31,4,5,0.429,0.351,0.667,43,17,60,18,32,29,27,23
699821cee161b702e0882d7f,22400705,1610612749,24,3,12,0.376,0.333,0.619,28,9,37,14,22,22,31,21
699821cee161b702e0882d80,22400704,1610612750,28,8,5,0.457,0.3,1,25,11,36,8,34,25,27,28
699821cee161b702e0882d81,22400704,1610612758,23,6,7,0.489,0.417,0.8,36,11,47,10,38,29,21,28
699821cee161b702e0882d82,22400703,1610612759,31,2,8,0.451,0.333,0.75,39,9,48,23,28,21,32,28
699821cee161b702e0882d83,22400705,1610612760,28,5,9,0.515,0.39,0.875,41,14,55,17,39,39,38,9
699821cee161b702e0882d84,22400703,1610612763,33,5,17,0.485,0.389,0.9,37,10,47,15,34,27,30,37
699821cee161b702e0882d85,22400702,1610612745,27,6,8,0.462,0.286,0.933,30,20,50,15,27,30,32,29
699821cee161b702e0882d86,22400702,1610612752,24,5,9,0.505,0.231,0.8,28,12,40,11,25,27,26,46
699821cee161b702e0882d87,22400701,1610612737,27,7,8,0.519,0.432,0.821,32,5,37,12,34,39,28,31
699821cee161b702e0882d88,22400700,1610612764,29,5,6,0.444,0.333,0.826,36,18,54,10,31,46,20,27
699821cee161b702e0882d89,22400701,1610612765,31,2,7,0.518,0.333,0.921,31,10,41,14,35,29,34,32
699821cee161b702e0882d8a,22400700,1610612766,26,1,4,0.438,0.379,0.893,37,9,46,10,29,25,34,26
699821cee161b702e0882d8b,22400699,1610612749,32,5,7,0.484,0.444,0.579,28,8,36,13,28,30,41,20
699821cee161b702e0882d8c,22400699,1610612763,37,5,9,0.486,0.359,0.636,39,22,61,11,31,25,37,39
699821cee161b702e0882d8d,22400698,1610612738,34,8,3,0.5,0.429,0.813,33,5,38,9,21,23,36,38
699821cee161b702e0882d8e,22400698,1610612755,20,2,7,0.451,0.469,0.75,38,8,46,10,29,32,33,16
699821cee161b702e0882d8f,22400696,1610612739,39,8,7,0.57,0.578,0.75,48,3,51,8,50,41,28,25
699821cee161b702e0882d90,22400696,1610612742,22,3,6,0.388,0.209,0.8,35,10,45,9,19,27,29,26
699821cee161b702e0882d91,22400697,1610612746,21,7,6,0.466,0.321,0.81,28,13,41,10,32,29,16,31
699821cee161b702e0882d92,22400697,1610612761,31,6,6,0.518,0.52,0.875,33,10,43,12,36,25,31,23
699821cee161b702e0882d93,22400695,1610612741,28,4,7,0.461,0.365,0.9,33,11,44,19,35,19,32,33
699821cee161b702e0882d94,22400695,1610612765,38,5,14,0.545,0.333,0.692,34,8,42,11,30,34,31,32
699821cee161b702e0882d95,22400694,1610612756,21,2,5,0.452,0.303,0.846,26,11,37,18,27,19,33,29
699821cee161b702e0882d96,22400694,1610612757,24,5,11,0.517,0.29,0.839,33,10,43,9,31,30,37,29
699821cee161b702e0882d97,22400692,1610612747,26,4,9,0.58,0.475,0.833,34,3,37,15,32,27,32,37
699821cee161b702e0882d98,22400693,1610612748,30,5,7,0.461,0.31,0.588,40,12,52,13,33,27,25,20
699821cee161b702e0882d99,22400692,1610612752,33,3,7,0.463,0.357,0.737,28,16,44,14,32,22,35,23
699821cee161b702e0882d9a,22400693,1610612759,27,3,8,0.418,0.333,0.714,35,13,48,10,33,23,26,21
699821cee161b702e0882d9b,22400689,1610612745,18,6,6,0.4,0.308,0.667,30,14,44,10,23,15,26,34
699821cee161b702e0882d9c,22400690,1610612750,29,3,10,0.409,0.3,0.833,36,11,47,14,26,31,20,26
699821cee161b702e0882d9d,22400689,1610612751,24,8,5,0.494,0.37,0.667,33,13,46,10,26,27,30,27
699821cee161b702e0882d9e,22400691,1610612758,25,5,8,0.4,0.25,0.731,28,9,37,7,31,24,35,20
699821cee161b702e0882d9f,22400691,1610612760,37,6,5,0.533,0.413,0.688,50,20,70,11,36,46,31,31
699821cee161b702e0882da0,22400690,1610612764,26,6,7,0.458,0.455,0.824,37,7,44,16,27,31,25,22
699821cee161b702e0882da1,22400688,1610612743,29,9,9,0.466,0.189,0.9,35,8,43,11,27,27,36,17
699821cee161b702e0882da2,22400688,1610612766,31,6,5,0.432,0.346,0.765,38,13,51,12,20,26,35,23
699821cee161b702e0882da3,22400686,1610612737,31,4,6,0.5,0.378,0.719,33,11,44,12,24,40,31,32
699821cee161b702e0882da4,22400687,1610612753,19,7,9,0.33,0.22,0.857,32,11,43,8,21,26,22,30
699821cee161b702e0882da5,22400686,1610612754,35,5,6,0.544,0.364,0.88,34,7,41,11,40,28,31,33
699821cee161b702e0882da6,22400687,1610612762,26,7,5,0.464,0.4,0.875,43,8,51,16,31,28,26,28
699821cee161b702e0882da7,22400685,1610612744,26,6,11,0.375,0.364,0.68,35,14,49,12,27,24,28,26
699821cee161b702e0882da8,22400685,1610612756,41,7,7,0.562,0.487,0.688,44,4,48,14,30,32,36,32
699821cee161b702e0882da9,22400683,1610612738,32,7,12,0.5,0.39,0.692,30,5,35,13,31,28,32,27
699821cee161b702e0882daa,22400683,1610612740,16,2,7,0.489,0.405,0.684,38,10,48,18,34,19,33,30
699821cee161b702e0882dab,22400684,1610612749,24,8,3,0.43,0.324,0.769,30,17,47,10,35,36,30,17
699821cee161b702e0882dac,22400684,1610612759,37,11,7,0.49,0.48,0.8,40,13,53,4,35,35,45,29
699821cee161b702e0882dad,22400682,1610612741,34,9,4,0.506,0.45,0.824,43,9,52,10,30,25,33,34
699821cee161b702e0882dae,22400681,1610612743,39,2,7,0.659,0.522,0.944,26,9,35,19,38,35,30,34
699821cee161b702e0882daf,22400681,1610612755,29,3,12,0.556,0.525,0.813,16,11,27,11,36,33,31,34
699821cee161b702e0882db0,22400682,1610612761,27,8,6,0.424,0.333,0.667,37,7,44,7,27,23,24,32
699821cee161b702e0882db1,22400680,1610612742,20,13,4,0.425,0.333,0.81,30,16,46,16,32,26,27,17
699821cee161b702e0882db2,22400679,1610612746,26,4,7,0.543,0.393,0.65,36,9,45,16,23,30,34,25
699821cee161b702e0882db3,22400680,1610612765,18,6,13,0.443,0.257,0.875,29,18,47,6,28,34,31,24
699821cee161b702e0882db4,22400679,1610612766,18,3,11,0.438,0.233,0.867,29,13,42,9,23,25,29,27
699821cee161b702e0882db5,22400678,1610612753,14,6,8,0.42,0.192,0.85,20,13,33,13,35,18,20,17
699821cee161b702e0882db6,22400678,1610612757,23,5,7,0.526,0.48,0.806,29,9,38,12,28,34,29,28
699821cee161b702e0882db7,22400676,1610612745,22,5,6,0.433,0.406,0.786,26,19,45,12,38,28,30,23
699821cee161b702e0882db8,22400676,1610612763,23,6,7,0.516,0.321,0.75,28,9,37,11,33,23,36,28
699821cee161b702e0882db9,22400677,1610612750,38,9,5,0.598,0.553,0.792,30,9,39,12,27,30,44,37
699821cee161b702e0882dba,22400677,1610612762,21,4,6,0.506,0.412,0.84,20,3,23,15,31,22,22,38
699821cee161b702e0882dbb,22400675,1610612737,28,1,10,0.456,0.333,0.741,26,10,36,11,29,34,21,31
699821cee161b702e0882dbc,22400675,1610612739,34,3,9,0.582,0.333,0.9,39,10,49,11,39,32,39,27
699821cee161b702e0882dbd,22400674,1610612747,31,6,9,0.544,0.469,0.955,39,9,48,11,42,36,27,29
699821cee161b702e0882dbe,22400674,1610612764,18,6,4,0.319,0.227,0.824,26,12,38,13,29,16,25,26
699821cee161b702e0882dbf,22400673,1610612744,30,7,6,0.494,0.342,0.821,35,7,42,15,20,28,36,32
699821cee161b702e0882dc0,22400673,1610612760,21,3,8,0.404,0.231,0.8,33,17,50,11,34,24,26,25
699821cee161b702e0882dc1,22400672,1610612750,26,6,8,0.56,0.448,0.889,30,4,34,14,22,33,26,40
699821cee161b702e0882dc2,22400672,1610612756,30,6,7,0.506,0.375,0.75,26,10,36,15,29,30,18,36
699821cee161b702e0882dc3,22400670,1610612740,31,6,13,0.531,0.484,0.864,26,10,36,8,32,31,30,43
699821cee161b702e0882dc4,22400670,1610612742,30,6,6,0.542,0.465,0.765,35,16,51,18,35,22,40,40
699821cee161b702e0882dc5,22400671,1610612746,26,3,7,0.527,0.5,0.87,40,17,57,15,30,35,29,34
699821cee161b702e0882dc6,22400671,1610612759,27,5,11,0.483,0.333,0.72,23,7,30,9,32,28,32,24
699821cee161b702e0882dc7,22400666,1610612738,32,3,9,0.471,0.409,0.815,39,6,45,8,26,41,29,26
699821cee161b702e0882dc8,22400667,1610612739,29,2,10,0.54,0.31,0.833,34,13,47,7,31,28,35,32
699821cee161b702e0882dc9,22400666,1610612741,28,7,3,0.402,0.306,0.917,37,10,47,14,23,28,25,24
699821cee161b702e0882dca,22400668,1610612743,21,5,3,0.488,0.357,0.87,36,11,47,14,27,27,32,26
699821cee161b702e0882dcb,22400667,1610612748,27,4,4,0.47,0.349,0.867,29,6,35,12,21,20,43,22
699821cee161b702e0882dcc,22400668,1610612752,33,2,7,0.516,0.412,0.667,29,6,35,5,31,29,33,29
699821cee161b702e0882dcd,22400669,1610612755,30,1,8,0.524,0.414,0.864,30,5,35,9,28,32,29,28
699821cee161b702e0882dce,22400669,1610612758,34,1,5,0.444,0.244,0.824,32,14,46,12,30,26,31,17
699821cee161b702e0882dcf,22400663,1610612751,27,8,11,0.487,0.313,0.8,33,7,40,8,26,27,31,20
699821cee161b702e0882dd0,22400664,1610612754,28,5,7,0.568,0.5,0.71,31,5,36,13,40,34,28,31
699821cee161b702e0882dd1,22400665,1610612761,31,3,12,0.477,0.355,0.733,29,7,36,14,31,26,23,26
699821cee161b702e0882dd2,22400665,1610612764,17,5,6,0.389,0.167,0.724,33,10,43,25,18,20,20,24
699821cee161b702e0882dd3,22400664,1610612765,26,3,7,0.494,0.353,0.731,32,9,41,12,33,31,32,23
699821cee161b702e0882dd4,22400663,1610612766,18,7,6,0.337,0.286,0.68,34,18,52,17,19,18,26,20
699821cee161b702e0882dd5,22400661,1610612744,29,4,8,0.391,0.347,0.806,31,16,47,9,27,35,30,22
699821cee161b702e0882dd6,22400662,1610612749,26,2,8,0.506,0.314,0.722,27,9,36,11,36,25,28,23
699821cee161b702e0882dd7,22400662,1610612757,26,2,6,0.511,0.429,0.821,35,17,52,13,31,33,33,28
699821cee161b702e0882dd8,22400661,1610612762,30,6,4,0.513,0.308,0.708,34,5,39,15,27,24,32,20
699821cee161b702e0882dd9,22400660,1610612747,25,3,5,0.514,0.303,0.87,35,4,39,22,25,32,19,28
699821cee161b702e0882dda,22400660,1610612755,20,4,14,0.473,0.324,0.84,31,12,43,9,25,48,26,19
699821cee161b702e0882ddb,22400659,1610612746,22,5,12,0.494,0.313,0.85,32,10,42,15,30,17,31,31
699821cee161b702e0882ddc,22400659,1610612756,23,5,10,0.471,0.468,0.818,28,11,39,17,34,26,23,28
699821cee161b702e0882ddd,22400658,1610612749,33,5,6,0.605,0.353,0.529,41,5,46,12,35,33,32,25
699821cee161b702e0882dde,22400658,1610612762,28,1,8,0.41,0.333,0.769,31,15,46,10,26,33,21,30
699821cee161b702e0882ddf,22400657,1610612742,39,7,5,0.533,0.444,0.706,38,13,51,11,42,31,28,29
699821cee161b702e0882de0,22400657,1610612764,23,3,5,0.416,0.297,0.765,31,14,45,11,16,27,33,32
699821cee161b702e0882de1,22400656,1610612737,24,3,10,0.395,0.279,0.667,37,14,51,21,20,23,31,18
699821cee161b702e0882de2,22400655,1610612741,35,5,11,0.5,0.453,0.875,34,13,47,17,32,29,34,34
699821cee161b702e0882de3,22400655,1610612743,36,5,13,0.52,0.222,1,30,12,42,14,35,33,28,25
699821cee161b702e0882de4,22400656,1610612750,18,4,13,0.395,0.3,0.69,37,14,51,16,28,32,20,20
699821cee161b702e0882de5,22400650,1610612738,21,4,4,0.487,0.385,0.95,34,7,41,14,27,25,37,23
699821cee161b702e0882de6,22400654,1610612740,21,11,9,0.438,0.214,0.667,40,6,46,12,20,20,35,29
699821cee161b702e0882de7,22400650,1610612745,29,1,7,0.446,0.415,0.714,27,12,39,7,31,23,31,29
699821cee161b702e0882de8,22400652,1610612748,34,2,9,0.522,0.366,0.667,38,5,43,16,27,28,24,29
699821cee161b702e0882de9,22400651,1610612751,19,3,9,0.366,0.278,0.867,23,16,39,14,30,24,24,18
699821cee161b702e0882dea,22400653,1610612752,32,7,20,0.519,0.386,0.778,29,17,46,10,34,26,42,41
699821cee161b702e0882deb,22400652,1610612753,32,4,9,0.459,0.359,0.6,35,12,47,14,29,30,29,20
699821cee161b702e0882dec,22400651,1610612758,31,4,7,0.549,0.321,0.647,33,11,44,17,22,25,33,30
699821cee161b702e0882ded,22400654,1610612761,31,5,8,0.43,0.273,0.783,41,13,54,13,25,31,18,39
699821cee161b702e0882dee,22400653,1610612763,21,9,5,0.451,0.375,0.882,29,18,47,26,31,21,32,22
699821cee161b702e0882def,22400649,1610612739,28,4,5,0.44,0.273,0.783,41,12,53,9,26,29,27,28
699821cee161b702e0882df0,22400648,1610612747,22,5,9,0.512,0.214,0.75,36,12,48,16,39,20,27,26
699821cee161b702e0882df1,22400649,1610612765,24,4,6,0.385,0.278,0.636,33,12,45,10,23,22,22,24
699821cee161b702e0882df2,22400648,1610612766,26,3,11,0.448,0.389,0.833,24,10,34,14,19,32,26,30
699821cee161b702e0882df3,22400647,1610612757,21,6,2,0.407,0.45,0.857,31,13,44,15,27,26,25,30
699821cee161b702e0882df4,22400647,1610612760,24,3,7,0.472,0.333,0.828,29,14,43,7,27,39,27,25
699821cee161b702e0882df5,22400646,1610612746,19,3,8,0.454,0.324,1,35,12,47,6,28,30,36,33
699821cee161b702e0882df6,22400646,1610612749,24,5,2,0.468,0.371,0.882,37,5,42,13,28,31,34,24
699821cee161b702e0882df7,22400645,1610612756,23,4,4,0.444,0.325,0.929,41,12,53,10,35,33,28,23
699821cee161b702e0882df8,22400645,1610612764,28,5,8,0.467,0.439,0.778,32,5,37,8,24,29,32,24
699821cee161b702e0882df9,22400644,1610612744,30,0,10,0.461,0.348,0.625,27,11,38,11,26,32,25,25
699821cee161b702e0882dfa,22400644,1610612747,29,2,8,0.547,0.345,0.824,32,10,42,12,27,32,30,29
699821cee161b702e0882dfb,22400642,1610612741,24,3,6,0.424,0.316,0.65,41,13,54,19,28,25,30,14
699821cee161b702e0882dfc,22400642,1610612755,23,4,10,0.457,0.289,0.706,34,6,40,8,30,30,20,29
699821cee161b702e0882dfd,22400643,1610612762,27,5,8,0.424,0.255,0.813,26,14,40,17,31,26,17,29
699821cee161b702e0882dfe,22400643,1610612763,28,9,10,0.512,0.368,0.735,32,13,45,16,35,30,36,24
699821cee161b702e0882dff,22400639,1610612737,28,5,14,0.393,0.297,0.68,35,8,43,22,27,21,22,24
699821cee161b702e0882e00,22400640,1610612739,28,5,4,0.516,0.436,0.769,30,10,40,11,27,27,30,47
699821cee161b702e0882e01,22400640,1610612745,26,4,5,0.549,0.464,0.711,31,14,45,11,33,35,33,34
699821cee161b702e0882e02,22400641,1610612752,40,4,9,0.495,0.472,0.957,36,17,53,11,38,34,39,32
699821cee161b702e0882e03,22400641,1610612758,33,5,5,0.484,0.389,0.875,29,9,38,12,25,42,33,20
699821cee161b702e0882e04,22400639,1610612761,31,7,11,0.467,0.367,0.88,42,9,51,21,22,33,31,31
699821cee161b702e0882e05,22400637,1610612740,21,5,8,0.381,0.258,0.769,30,9,39,13,23,22,23,24
699821cee161b702e0882e06,22400638,1610612753,22,4,8,0.482,0.455,0.684,32,8,40,14,18,36,25,42
699821cee161b702e0882e07,22400638,1610612765,22,5,11,0.465,0.4,0.821,30,11,41,16,30,23,28,32
699821cee161b702e0882e08,22400637,1610612766,28,5,11,0.5,0.42,0.72,39,9,48,14,31,32,30,30
699821cee161b702e0882e09,22400636,1610612748,22,6,9,0.443,0.464,0.958,39,12,51,22,24,29,29,24
699821cee161b702e0882e0a,22400636,1610612751,23,5,11,0.375,0.35,0.885,27,8,35,14,17,32,19,29
699821cee161b702e0882e0b,22400635,1610612738,33,5,4,0.427,0.385,0.737,34,17,51,5,25,34,37,26
699821cee161b702e0882e0c,22400635,1610612742,18,8,2,0.443,0.364,0.75,36,13,49,12,29,20,27,31
699821cee161b702e0882e0d,22400634,1610612743,32,3,7,0.489,0.344,0.538,22,14,36,19,31,29,31,13
699821cee161b702e0882e0e,22400634,1610612750,38,4,14,0.558,0.467,0.867,27,18,45,16,40,31,38,24
699821cee161b702e0882e0f,22400633,1610612754,32,9,14,0.52,0.436,0.929,34,16,50,10,33,32,33,38
699821cee161b702e0882e10,22400633,1610612759,22,5,9,0.412,0.344,0.68,29,15,44,22,24,26,36,12
699821cee161b702e0882e11,22400632,1610612740,30,3,6,0.542,0.412,0.688,27,8,35,12,29,42,29,26
699821cee161b702e0882e12,22400632,1610612763,38,4,8,0.554,0.452,1,27,16,43,12,33,29,43,34
699821cee161b702e0882e13,22400631,1610612739,30,5,10,0.5,0.481,0.737,27,10,37,16,33,34,29,33
699821cee161b702e0882e14,22400631,1610612755,23,6,9,0.506,0.538,0.852,27,16,43,18,39,25,34,34
699821cee161b702e0882e15,22400630,1610612757,17,6,12,0.405,0.289,0.692,32,15,47,16,22,28,23,29
699821cee161b702e0882e16,22400630,1610612766,20,6,9,0.376,0.29,0.857,30,16,46,16,30,24,21,22
699821cee161b702e0882e17,22400983,1610612746,29,7,10,0.455,0.342,0.944,44,11,55,18,30,33,26,21
699821cee161b702e0882e18,22400983,1610612764,24,1,14,0.34,0.239,0.857,35,14,49,15,20,21,31,21
699821cee161b702e0882e19,22400629,1610612738,23,6,5,0.385,0.341,0.667,31,11,42,7,23,25,20,28
699821cee161b702e0882e1a,22400628,1610612741,22,2,7,0.391,0.4,0.815,32,10,42,11,33,31,16,26
699821cee161b702e0882e1b,22400628,1610612744,37,6,3,0.451,0.439,1,37,15,52,10,30,33,31,37
699821cee161b702e0882e1c,22400629,1610612747,27,3,4,0.472,0.429,0.9,43,10,53,6,34,33,16,34
699821cee161b702e0882e1d,22400626,1610612743,30,8,10,0.485,0.351,0.677,41,15,56,10,40,34,36,22
699821cee161b702e0882e1e,22400626,1610612758,31,3,5,0.439,0.366,0.737,36,17,53,13,31,21,33,38
699821cee161b702e0882e1f,22400624,1610612748,26,3,3,0.37,0.235,0.762,37,13,50,10,30,25,19,22
699821cee161b702e0882e20,22400624,1610612749,32,6,5,0.469,0.45,0.75,44,11,55,6,27,44,23,31
699821cee161b702e0882e21,22400625,1610612742,25,3,9,0.527,0.452,0.806,35,8,43,20,33,27,31,30
699821cee161b702e0882e22,22400625,1610612760,26,4,9,0.477,0.405,0.727,25,8,33,12,34,28,21,32
699821cee161b702e0882e23,22400623,1610612737,30,2,11,0.483,0.351,0.733,27,9,36,14,25,34,30,30
699821cee161b702e0882e24,22400623,1610612761,32,2,10,0.58,0.429,0.792,33,6,39,19,35,30,29,28
699821cee161b702e0882e25,22400622,1610612753,17,6,9,0.342,0.24,0.677,30,14,44,19,21,18,20,20
699821cee161b702e0882e26,22400622,1610612757,23,12,14,0.488,0.321,0.632,34,8,42,13,18,29,27,27
699821cee161b702e0882e27,22400621,1610612754,31,2,10,0.454,0.302,0.75,22,9,31,11,29,28,23,30
699821cee161b702e0882e28,22400621,1610612759,43,10,10,0.604,0.5,1,42,15,57,19,30,30,45,35
699821cee161b702e0882e29,22400620,1610612738,24,4,11,0.456,0.38,0.8,24,8,32,19,33,27,21,22
699821cee161b702e0882e2a,22400620,1610612746,24,6,11,0.522,0.321,0.769,31,9,40,22,34,25,25,19
699821cee161b702e0882e2b,22400619,1610612744,31,2,5,0.467,0.458,0.692,32,12,44,19,24,41,20,32
699821cee161b702e0882e2c,22400619,1610612758,24,7,9,0.506,0.367,0.938,33,5,38,8,20,28,37,38
699821cee161b702e0882e2d,22400615,1610612739,25,5,12,0.423,0.317,0.684,25,20,45,13,32,21,30,25
699821cee161b702e0882e2e,22400615,1610612745,25,5,8,0.44,0.441,0.7,33,20,53,22,39,22,33,15
699821cee161b702e0882e2f,22400618,1610612760,20,4,15,0.463,0.308,0.92,26,13,39,10,31,26,38,28
699821cee161b702e0882e30,22400618,1610612762,25,6,3,0.467,0.378,0.667,29,23,52,27,29,26,34,25
699821cee161b702e0882e31,22400616,1610612763,36,6,9,0.5,0.447,0.929,27,13,40,16,38,40,28,26
699821cee161b702e0882e32,22400616,1610612766,27,4,9,0.477,0.355,0.844,22,11,33,16,25,23,36,36
699821cee161b702e0882e33,22400612,1610612737,25,3,14,0.379,0.158,0.769,32,15,47,13,26,25,24,29
699821cee161b702e0882e34,22400614,1610612742,24,4,5,0.5,0.276,0.842,31,7,38,13,22,31,29,32
699821cee161b702e0882e35,22400614,1610612750,26,8,10,0.457,0.379,0.882,30,9,39,11,17,38,31,29
699821cee161b702e0882e36,22400613,1610612751,16,1,8,0.374,0.194,0.643,32,20,52,16,16,26,26,16
699821cee161b702e0882e37,22400613,1610612756,28,1,9,0.477,0.341,0.769,37,11,48,11,28,26,28,26
699821cee161b702e0882e38,22400612,1610612765,27,10,7,0.5,0.353,0.947,44,7,51,20,36,33,28,17
699821cee161b702e0882e39,22400610,1610612747,30,10,6,0.478,0.324,0.778,43,7,50,10,29,30,30,22
699821cee161b702e0882e3a,22400610,1610612764,25,8,8,0.358,0.256,0.692,37,9,46,11,23,26,28,11
699821cee161b702e0882e3b,22400609,1610612743,39,4,7,0.612,0.516,0.96,37,14,51,13,35,42,40,27
699821cee161b702e0882e3c,22400609,1610612755,34,4,7,0.458,0.395,0.75,17,8,25,10,27,40,27,15
699821cee161b702e0882e3d,22400607,1610612748,26,3,2,0.441,0.333,0.917,33,12,45,8,38,17,22,30
699821cee161b702e0882e3e,22400606,1610612751,21,9,4,0.372,0.3,0.76,33,14,47,16,26,25,24,20
699821cee161b702e0882e3f,22400606,1610612752,29,3,11,0.46,0.286,0.786,33,9,42,10,24,35,25,15
699821cee161b702e0882e40,22400608,1610612753,16,2,5,0.412,0.29,0.737,34,14,48,14,37,13,20,23
699821cee161b702e0882e41,22400607,1610612757,25,5,3,0.494,0.349,0.652,36,11,47,6,34,27,36,19
699821cee161b702e0882e42,22400608,1610612761,29,6,7,0.534,0.542,0.643,37,5,42,12,24,21,40,24
699821cee161b702e0882e43,22400611,1610612741,25,6,7,0.404,0.326,0.808,37,17,54,10,25,23,36,28
699821cee161b702e0882e44,22400611,1610612746,24,7,4,0.394,0.214,0.941,30,10,40,9,18,32,16,33
699821cee161b702e0882e45,22400605,1610612740,28,8,12,0.446,0.366,0.897,39,6,45,13,19,30,33,28
699821cee161b702e0882e46,22400605,1610612762,25,4,6,0.396,0.239,0.8,44,19,63,13,38,31,20,21
699821cee161b702e0882e47,22400604,1610612738,33,9,8,0.533,0.417,0.875,42,8,50,10,NaN,NaN,NaN,NaN
699821cee161b702e0882e48,22400604,1610612744,28,3,8,0.348,0.264,0.636,28,10,38,12,NaN,NaN,NaN,NaN
699821cee161b702e0882e49,22400603,1610612739,27,1,10,0.432,0.413,0.739,35,15,50,9,NaN,NaN,NaN,NaN
699821cee161b702e0882e4a,22400603,1610612756,22,5,3,0.468,0.385,0.769,33,1,34,17,NaN,NaN,NaN,NaN
699821cee161b702e0882e4b,22400602,1610612737,23,6,10,0.471,0.433,0.773,25,16,41,24,NaN,NaN,NaN,NaN
699821cee161b702e0882e4c,22400602,1610612752,31,1,8,0.522,0.346,0.762,27,12,39,16,NaN,NaN,NaN,NaN
699821cee161b702e0882e4d,22400601,1610612750,25,6,5,0.387,0.326,0.741,35,17,52,16,NaN,NaN,NaN,NaN
699821cee161b702e0882e4e,22400601,1610612763,19,4,9,0.43,0.212,0.794,34,13,47,13,NaN,NaN,NaN,NaN
699821cee161b702e0882e4f,22400600,1610612745,19,1,18,0.394,0.282,0.688,24,15,39,17,NaN,NaN,NaN,NaN
699821cee161b702e0882e50,22400600,1610612765,21,5,12,0.477,0.37,0.867,39,13,52,23,NaN,NaN,NaN,NaN
699821cee161b702e0882e51,22400599,1610612742,19,8,10,0.432,0.188,0.885,35,16,51,14,NaN,NaN,NaN,NaN
699821cee161b702e0882e52,22400599,1610612766,28,7,10,0.408,0.436,0.722,32,17,49,13,NaN,NaN,NaN,NaN
699821cee161b702e0882e53,22400597,1610612741,21,7,10,0.444,0.276,0.846,28,8,36,14,34,19,24,25
699821cee161b702e0882e54,22400596,1610612746,27,4,12,0.528,0.367,0.786,27,11,38,12,32,32,28,24
699821cee161b702e0882e55,22400596,1610612747,26,6,6,0.5,0.333,0.895,28,5,33,15,26,23,28,25
699821cee161b702e0882e56,22400597,1610612757,21,6,7,0.472,0.29,0.8,36,14,50,17,22,31,34,26
699821cee161b702e0882e57,22400598,1610612758,28,4,12,0.484,0.308,0.792,41,10,51,11,32,30,28,33
699821cee161b702e0882e58,22400598,1610612764,19,1,6,0.36,0.238,0.813,36,10,46,16,26,22,29,23
699821cee161b702e0882e59,22400594,1610612749,31,3,2,0.494,0.378,0.767,41,7,48,6,30,29,31,33
699821cee161b702e0882e5a,22400595,1610612751,25,3,5,0.425,0.279,0.789,29,12,41,13,19,30,28,24
699821cee161b702e0882e5b,22400594,1610612755,26,4,4,0.453,0.356,0.682,33,5,38,7,21,29,31,28
699821cee161b702e0882e5c,22400595,1610612760,37,5,8,0.552,0.442,0.923,35,8,43,11,39,30,29,29
699821cee161b702e0882e5d,22400593,1610612743,24,8,6,0.519,0.28,0.839,44,13,57,20,28,26,39,20
699821cee161b702e0882e5e,22400593,1610612753,30,6,15,0.373,0.293,0.75,23,16,39,7,29,23,25,23
699821cee161b702e0882e5f,22400592,1610612748,35,6,8,0.526,0.545,1,37,12,49,11,20,26,46,36
699821cee161b702e0882e60,22400592,1610612759,28,5,4,0.451,0.375,0.625,31,13,44,14,30,11,27,39
699821cee161b702e0882e61,22400591,1610612745,25,4,13,0.444,0.452,0.682,38,23,61,12,25,26,36,38
699821cee161b702e0882e62,22400591,1610612757,28,10,6,0.453,0.333,0.722,32,8,40,19,23,27,24,29
699821cee161b702e0882e63,22400590,1610612739,27,1,4,0.457,0.354,0.92,34,13,47,7,29,31,29,35
699821cee161b702e0882e64,22400590,1610612750,27,4,4,0.478,0.395,0.842,33,9,42,7,32,28,19,38
699821cee161b702e0882e65,22400589,1610612744,24,7,6,0.469,0.341,0.75,38,17,55,9,25,28,36,33
699821cee161b702e0882e66,22400589,1610612764,24,2,5,0.442,0.489,0.696,33,11,44,13,29,31,27,27
699821cee161b702e0882e67,22400587,1610612737,27,10,9,0.473,0.243,0.786,42,13,55,17,21,31,21,31
