_id,gameId,teamId,defRating,eOffRating,efgPct,netRating,pace,tsPct
699821d4e161b702e08a5d49,22500389,1610612740,100,114.3,0.582,17.4,109,0.64
699821d4e161b702e08a5d4a,22500386,1610612745,104.1,118.4,0.63,13.2,97.5,0.66
699821d4e161b702e08a5d4b,22500388,1610612738,103.2,117.2,0.526,21.2,91.5,0.551
699821d4e161b702e08a5d4c,22500391,1610612764,119.6,125.7,0.561,6.6,102.5,0.589
699821d4e161b702e08a5d4d,22500394,1610612757,95.9,96.1,0.5,4.1,97.5,0.533
699821d4e161b702e08a5d4e,22500393,1610612753,115.5,116.9,0.547,0.9,99.62,0.579
699821d4e161b702e08a5d4f,22500392,1610612744,114.9,111.7,0.549,3,101,0.58
699821d4e161b702e08a5d50,22500387,1610612755,111.8,116,0.49,4.6,103,0.529
699821d4e161b702e08a5d51,22500387,1610612742,116.3,111,0.56,-4.6,103,0.615
699821d4e161b702e08a5d52,22500392,1610612756,117.8,112,0.545,-3,101,0.588
699821d4e161b702e08a5d53,22500393,1610612762,116.4,113.2,0.49,-0.9,99.62,0.537
699821d4e161b702e08a5d54,22500394,1610612758,100,92.4,0.414,-4.1,97.5,0.462
699821d4e161b702e08a5d55,22500391,1610612763,126.2,116.5,0.53,-6.6,102.5,0.556
699821d4e161b702e08a5d56,22500388,1610612761,124.4,101.2,0.506,-21.2,91.5,0.523
699821d4e161b702e08a5d57,22500386,1610612743,117.3,97.9,0.446,-13.2,97.5,0.495
699821d4e161b702e08a5d58,22500389,1610612754,117.4,98.9,0.468,-17.4,109,0.508
699821d4e161b702e08a5d59,22500395,1610612747,110.8,92.5,0.42,-15.1,92.5,0.448
699821d4e161b702e08a5d5a,22500390,1610612766,106.7,78.3,0.388,-26.3,106,0.44
699821d4e161b702e08a5d5b,22500383,1610612759,92.5,121.1,0.612,25.3,106.5,0.624
699821d4e161b702e08a5d5c,22500381,1610612738,113.7,125.8,0.665,11.5,102.5,0.697
699821d4e161b702e08a5d5d,22500384,1610612741,116.8,126.4,0.608,10.3,107,0.626
699821d4e161b702e08a5d5e,22500385,1610612750,103.9,108,0.449,4.9,103,0.515
699821d4e161b702e08a5d5f,22500382,1610612755,112.6,118.1,0.551,9.5,95,0.596
699821d4e161b702e08a5d60,22500382,1610612752,122.1,111.5,0.489,-9.5,95,0.54
699821d4e161b702e08a5d61,22500385,1610612760,108.7,102.7,0.429,-4.9,103,0.509
699821d4e161b702e08a5d62,22500384,1610612739,127.1,112.2,0.545,-10.3,107,0.572
699821d4e161b702e08a5d63,22500381,1610612748,125.2,106.9,0.485,-11.5,102.5,0.515
699821d4e161b702e08a5d64,22500383,1610612737,117.8,90.7,0.457,-25.3,106.5,0.485
699821d4e161b702e08a5d65,22500370,1610612759,94,120.4,0.572,26.2,99.5,0.602
699821d4e161b702e08a5d66,22500373,1610612748,96,103.6,0.511,10,99.5,0.544
699821d4e161b702e08a5d67,22500369,1610612760,94.4,112.9,0.54,19.6,107,0.565
699821d4e161b702e08a5d68,22500379,1610612747,131.1,137.3,0.597,7.8,103,0.649
699821d4e161b702e08a5d69,22500380,1610612758,116.5,114.7,0.543,0.1,103.7,0.61
699821d4e161b702e08a5d6a,22500376,1610612742,103.6,104.7,0.478,-0.1,100.53,0.553
699821d4e161b702e08a5d6b,22500371,1610612766,121.2,123.7,0.67,6.7,104,0.675
699821d4e161b702e08a5d6c,22500375,1610612740,118.5,122.8,0.562,4.6,97.81,0.608
699821d4e161b702e08a5d6d,22500374,1610612761,108.2,113,0.577,6.2,97,0.595
699821d4e161b702e08a5d6e,22500377,1610612743,112.7,120.5,0.648,12,101.5,0.666
699821d4e161b702e08a5d6f,22500378,1610612756,97,98.3,0.466,2,100.5,0.507
699821d4e161b702e08a5d70,22500372,1610612752,113,111.4,0.56,1,100,0.568
699821d4e161b702e08a5d71,22500372,1610612754,114,114.2,0.522,-1,100,0.56
699821d4e161b702e08a5d72,22500378,1610612744,99,96.2,0.461,-2,100.5,0.506
699821d4e161b702e08a5d73,22500377,1610612753,124.8,114.5,0.533,-12,101.5,0.561
699821d4e161b702e08a5d74,22500374,1610612749,114.4,107.1,0.542,-6.2,97,0.577
699821d4e161b702e08a5d75,22500375,1610612745,123.1,112.4,0.514,-4.6,97.81,0.538
699821d4e161b702e08a5d76,22500371,1610612737,127.9,117,0.582,-6.7,104,0.62
699821d4e161b702e08a5d77,22500376,1610612765,103.6,97.6,0.41,0.1,100.53,0.436
699821d4e161b702e08a5d78,22500380,1610612757,116.7,110.3,0.549,-0.1,103.7,0.57
699821d4e161b702e08a5d79,22500379,1610612762,138.8,125.4,0.627,-7.8,103,0.651
699821d4e161b702e08a5d7a,22500369,1610612746,114,95.6,0.553,-19.6,107,0.589
699821d4e161b702e08a5d7b,22500373,1610612751,106,94.2,0.444,-10,99.5,0.462
699821d4e161b702e08a5d7c,22500370,1610612764,120.2,92.9,0.452,-26.2,99.5,0.469
699821d4e161b702e08a5d7d,22500367,1610612741,103.7,118.8,0.64,15,107,0.655
699821d4e161b702e08a5d7e,22500368,1610612763,102.8,105.5,0.495,5.6,107,0.542
699821d4e161b702e08a5d7f,22500368,1610612750,108.4,98.3,0.464,-5.6,107,0.501
699821d4e161b702e08a5d80,22500367,1610612739,118.7,103.8,0.552,-15,107,0.585
699821d4e161b702e08a5d81,22501226,1610612763,113.2,126.7,0.616,18.3,91.5,0.647
699821d4e161b702e08a5d82,22501227,1610612761,96,104,0.568,11.1,99.5,0.576
699821d4e161b702e08a5d83,22501224,1610612762,115.7,120.2,0.582,6.1,104.15,0.628
699821d4e161b702e08a5d84,22501222,1610612765,112.9,113.1,0.534,5,94,0.56
699821d4e161b702e08a5d85,22501225,1610612743,121.4,123.6,0.594,2.9,93.28,0.643
699821d4e161b702e08a5d86,22501225,1610612745,124.3,115.3,0.57,-2.9,93.28,0.598
699821d4e161b702e08a5d87,22501222,1610612738,117.9,105.1,0.524,-5,94,0.559
699821d4e161b702e08a5d88,22501224,1610612742,121.7,113.6,0.536,-6.1,104.15,0.573
699821d4e161b702e08a5d89,22501227,1610612748,107.1,94.9,0.476,-11.1,99.5,0.515
699821d4e161b702e08a5d8a,22501226,1610612746,131.5,107.7,0.544,-18.3,91.5,0.574
699821d4e161b702e08a5d8b,22501219,1610612751,82,125.3,0.641,46.3,99.5,0.68
699821d4e161b702e08a5d8c,22501216,1610612764,98.9,114.4,0.517,19.8,90.5,0.538
699821d4e161b702e08a5d8d,22501220,1610612750,103,113.7,0.521,14,100,0.553
699821d4e161b702e08a5d8e,22501223,1610612740,103,108.6,0.505,9.9,101,0.548
699821d4e161b702e08a5d8f,22501218,1610612766,104.7,105.1,0.526,6.5,96.45,0.555
699821d4e161b702e08a5d90,22501217,1610612737,112.5,111.9,0.52,4,103.5,0.554
699821d4e161b702e08a5d91,22501221,1610612757,126,123.9,0.618,2.3,105,0.668
699821d4e161b702e08a5d92,22501228,1610612756,117.2,110.7,0.567,-4.3,100,0.613
699821d4e161b702e08a5d93,22501228,1610612747,112.9,110.6,0.472,4.3,100,0.542
699821d4e161b702e08a5d94,22501221,1610612744,128.3,122.3,0.644,-2.3,105,0.674
699821d4e161b702e08a5d95,22501217,1610612755,116.5,111.7,0.46,-4,103.5,0.514
699821d4e161b702e08a5d96,22501218,1610612739,111.2,102.1,0.463,-6.5,96.45,0.515
699821d4e161b702e08a5d97,22501223,1610612741,112.9,104.5,0.484,-9.9,101,0.523
699821d4e161b702e08a5d98,22501220,1610612758,117,100,0.519,-14,100,0.56
699821d4e161b702e08a5d99,22501216,1610612754,118.7,98.6,0.429,-19.8,90.5,0.477
699821d4e161b702e08a5d9a,22501219,1610612749,128.3,82.8,0.443,-46.3,99.5,0.477
699821d4e161b702e08a5d9b,22501229,1610612752,115.4,129.9,0.649,10.3,104.5,0.676
699821d4e161b702e08a5d9c,22501230,1610612760,104.7,103.9,0.462,-2.8,106.5,0.525
699821d4e161b702e08a5d9d,22501230,1610612759,101.9,102.7,0.483,2.8,106.5,0.533
699821d4e161b702e08a5d9e,22501229,1610612753,125.7,109.1,0.531,-10.3,104.5,0.556
699821d4e161b702e08a5d9f,22501210,1610612765,106.5,131.8,0.648,27.5,107,0.684
699821d4e161b702e08a5da0,22501215,1610612750,117.6,125.3,0.601,4.5,103,0.627
699821d4e161b702e08a5da1,22501211,1610612755,106.1,115.1,0.519,11.3,98.5,0.587
699821d4e161b702e08a5da2,22501214,1610612742,108.8,109.5,0.543,5.6,103,0.574
699821d4e161b702e08a5da3,22501209,1610612741,124.8,124.8,0.606,1.7,101.5,0.63
699821d4e161b702e08a5da4,22501212,1610612739,120,124,0.5,5,104.5,0.576
699821d4e161b702e08a5da5,22501213,1610612762,117.8,114,0.543,4.9,106.5,0.565
699821d4e161b702e08a5da6,22501213,1610612763,122.6,115.3,0.561,-4.9,106.5,0.582
699821d4e161b702e08a5da7,22501212,1610612764,125,121.1,0.581,-5,104.5,0.629
699821d4e161b702e08a5da8,22501209,1610612766,126.5,123,0.608,-1.7,101.5,0.621
699821d4e161b702e08a5da9,22501214,1610612751,114.4,108.4,0.552,-5.6,103,0.588
699821d4e161b702e08a5daa,22501211,1610612754,117.3,105.7,0.464,-11.3,98.5,0.503
699821d4e161b702e08a5dab,22501215,1610612744,122.1,112.5,0.536,-4.5,103,0.568
699821d4e161b702e08a5dac,22501210,1610612737,134,108.9,0.524,-27.5,107,0.583
699821d4e161b702e08a5dad,22501208,1610612743,101.9,132.3,0.659,31.4,102.5,0.675
699821d4e161b702e08a5dae,22501207,1610612740,112.1,129.4,0.571,19,108,0.598
699821d4e161b702e08a5daf,22501206,1610612749,105.2,120.6,0.665,15.6,96,0.681
699821d4e161b702e08a5db0,22501205,1610612746,119.8,117.2,0.59,-0.8,95.5,0.632
699821d4e161b702e08a5db1,22501205,1610612745,118.9,115.9,0.527,0.8,95.5,0.562
699821d4e161b702e08a5db2,22501206,1610612738,120.8,101,0.466,-15.6,96,0.51
699821d4e161b702e08a5db3,22501207,1610612757,131.2,105.6,0.51,-19,108,0.537
699821d4e161b702e08a5db4,22501208,1610612758,133.3,101.8,0.511,-31.4,102.5,0.541
699821d4e161b702e08a5db5,22501203,1610612760,85.6,134.3,0.716,45.9,104.5,0.736
699821d4e161b702e08a5db6,22501204,1610612759,113.3,125.9,0.599,13.6,104.5,0.648
699821d4e161b702e08a5db7,22501204,1610612747,126.9,116.5,0.586,-13.6,104.5,0.613
699821d4e161b702e08a5db8,22501203,1610612756,131.4,84.7,0.452,-45.9,104.5,0.489
699821d4e161b702e08a5db9,22501202,1610612752,107.4,126.7,0.625,17,94,0.634
699821d4e161b702e08a5dba,22501201,1610612753,104.9,112.5,0.592,9.9,102.5,0.622
699821d4e161b702e08a5dbb,22501201,1610612748,114.7,105.5,0.495,-9.9,102.5,0.533
699821d4e161b702e08a5dbc,22501202,1610612761,124.5,101.1,0.494,-17,94,0.516
699821d4e161b702e08a5dbd,22500364,1610612754,104,112.3,0.517,12,100.5,0.584
699821d4e161b702e08a5dbe,22500366,1610612740,128.6,126.4,0.619,-4,105.5,0.664
699821d4e161b702e08a5dbf,22500365,1610612756,111.7,115.1,0.522,4.4,93.5,0.547
699821d4e161b702e08a5dc0,22500365,1610612750,116.1,110.4,0.536,-4.4,93.5,0.564
699821d4e161b702e08a5dc1,22500366,1610612759,124.5,120.5,0.587,4,105.5,0.619
699821d4e161b702e08a5dc2,22500364,1610612758,116,102.8,0.506,-12,100.5,0.535
699821d4e161b702e08a5dc3,22500360,1610612763,91.4,105.2,0.506,23,104.5,0.56
699821d4e161b702e08a5dc4,22500361,1610612744,95.8,125.1,0.625,35.1,94.5,0.638
699821d4e161b702e08a5dc5,22500363,1610612760,100,128.5,0.699,31,100.5,0.683
699821d4e161b702e08a5dc6,22500357,1610612752,104.2,110.6,0.489,6.3,96,0.531
699821d4e161b702e08a5dc7,22500359,1610612743,109.3,117.7,0.596,9.3,97,0.62
699821d4e161b702e08a5dc8,22500362,1610612747,109.1,113.3,0.559,4,99,0.578
699821d4e161b702e08a5dc9,22500358,1610612738,117.7,127.2,0.587,8.3,96,0.616
699821d4e161b702e08a5dca,22500358,1610612761,126,113.9,0.54,-8.3,96,0.581
699821d4e161b702e08a5dcb,22500362,1610612755,113.1,105.4,0.417,-4,99,0.476
699821d4e161b702e08a5dcc,22500359,1610612766,118.6,107.9,0.529,-9.3,97,0.562
699821d4e161b702e08a5dcd,22500357,1610612753,110.4,100.4,0.447,-6.3,96,0.478
699821d4e161b702e08a5dce,22500363,1610612762,131,99.7,0.541,-31,100.5,0.559
699821d4e161b702e08a5dcf,22500361,1610612741,130.9,93.5,0.421,-35.1,94.5,0.467
699821d4e161b702e08a5dd0,22500360,1610612757,114.4,89.8,0.488,-23,104.5,0.528
699821d4e161b702e08a5dd1,22500351,1610612737,114.9,125.8,0.597,13.6,101.5,0.629
699821d4e161b702e08a5dd2,22500356,1610612742,114.7,126,0.64,15.1,94.5,0.672
699821d4e161b702e08a5dd3,22500355,1610612750,115.2,119.8,0.581,5.9,91,0.657
699821d4e161b702e08a5dd4,22500354,1610612758,111,120.7,0.602,14.7,100.5,0.621
699821d4e161b702e08a5dd5,22500352,1610612744,98.9,96.9,0.459,5.3,95,0.515
699821d4e161b702e08a5dd6,22500353,1610612765,116.7,124.4,0.587,11.2,96.5,0.622
699821d4e161b702e08a5dd7,22500350,1610612751,103.1,116.5,0.607,19.6,97.5,0.625
699821d4e161b702e08a5dd8,22500350,1610612740,122.7,103.4,0.506,-19.6,97.5,0.551
699821d4e161b702e08a5dd9,22500353,1610612749,127.8,113,0.536,-11.2,96.5,0.571
699821d4e161b702e08a5dda,22500352,1610612739,104.2,93.7,0.393,-5.3,95,0.419
699821d4e161b702e08a5ddb,22500354,1610612748,125.7,109.8,0.535,-14.7,100.5,0.56
699821d4e161b702e08a5ddc,22500355,1610612746,121.1,109.3,0.524,-5.9,91,0.552
699821d4e161b702e08a5ddd,22500356,1610612745,129.8,112.7,0.563,-15.1,94.5,0.588
699821d4e161b702e08a5dde,22500351,1610612764,128.4,111.2,0.619,-13.6,101.5,0.656
699821d4e161b702e08a5ddf,22500344,1610612766,83.5,104.2,0.588,24.3,103,0.627
699821d4e161b702e08a5de0,22500346,1610612745,100,115.4,0.658,18.2,98.5,0.693
699821d4e161b702e08a5de1,22500343,1610612752,108.7,138.5,0.676,33,103,0.713
699821d4e161b702e08a5de2,22500349,1610612760,113.3,138.5,0.631,20.1,98.5,0.685
699821d4e161b702e08a5de3,22500338,1610612738,108.2,129.5,0.69,24.4,96,0.706
699821d4e161b702e08a5de4,22500341,1610612739,113.6,124.1,0.628,12.6,103,0.658
699821d4e161b702e08a5de5,22500347,1610612763,100,109.3,0.603,9.2,98,0.623
699821d4e161b702e08a5de6,22500345,1610612754,104,121.2,0.643,17.3,100,0.659
699821d4e161b702e08a5de7,22500348,1610612755,102,116.4,0.552,14,99.5,0.606
699821d4e161b702e08a5de8,22500339,1610612748,105,102.1,0.544,-2,101.5,0.571
699821d4e161b702e08a5de9,22500342,1610612765,117.2,117.2,0.524,4.8,99.5,0.592
699821d4e161b702e08a5dea,22500340,1610612743,126.7,127.4,0.618,-1.4,106,0.656
699821d4e161b702e08a5deb,22500340,1610612737,125.2,126.6,0.621,1.4,106,0.652
699821d4e161b702e08a5dec,22500342,1610612757,122,113.3,0.494,-4.8,99.5,0.578
699821d4e161b702e08a5ded,22500339,1610612753,102.9,100.4,0.478,2,101.5,0.517
699821d4e161b702e08a5dee,22500348,1610612749,116,102.1,0.533,-14,99.5,0.575
699821d4e161b702e08a5def,22500345,1610612741,121.2,107.4,0.526,-17.3,100,0.585
699821d4e161b702e08a5df0,22500347,1610612746,109.2,98.5,0.525,-9.2,98,0.56
699821d4e161b702e08a5df1,22500341,1610612759,126.2,108.9,0.532,-12.6,103,0.56
699821d4e161b702e08a5df2,22500338,1610612747,132.6,112,0.519,-24.4,96,0.585
699821d4e161b702e08a5df3,22500349,1610612742,133.3,113.5,0.57,-20.1,98.5,0.585
699821d4e161b702e08a5df4,22500343,1610612762,141.7,107.3,0.489,-33,103,0.547
699821d4e161b702e08a5df5,22500346,1610612756,118.2,92.1,0.415,-18.2,98.5,0.452
699821d4e161b702e08a5df6,22500344,1610612761,107.8,81.3,0.418,-24.3,103,0.44
699821d4e161b702e08a5df7,22500334,1610612738,102,141.4,0.646,48.5,98,0.674
699821d4e161b702e08a5df8,22500335,1610612762,110,124.4,0.59,14.2,99.5,0.648
699821d4e161b702e08a5df9,22500336,1610612761,132.3,120.9,0.579,-4.6,93.5,0.611
699821d4e161b702e08a5dfa,22500333,1610612755,100,99.8,0.518,2.1,97.5,0.543
699821d4e161b702e08a5dfb,22500337,1610612750,105.5,110.9,0.538,6.2,111,0.597
699821d4e161b702e08a5dfc,22500337,1610612740,111.6,105,0.489,-6.2,111,0.545
699821d4e161b702e08a5dfd,22500333,1610612744,102.1,100,0.483,-2.1,97.5,0.51
699821d4e161b702e08a5dfe,22500336,1610612747,127.7,127.5,0.574,4.6,93.5,0.618
699821d4e161b702e08a5dff,22500335,1610612751,124.2,107.1,0.494,-14.2,99.5,0.557
699821d4e161b702e08a5e00,22500334,1610612764,150.5,100,0.476,-48.5,98,0.532
699821d4e161b702e08a5e01,22500330,1610612745,95,118,0.555,26,100,0.596
699821d4e161b702e08a5e02,22500327,1610612746,95.8,118.8,0.551,22.7,96.5,0.588
699821d4e161b702e08a5e03,22500328,1610612752,111.8,124.1,0.545,14.8,93.5,0.596
699821d4e161b702e08a5e04,22500329,1610612751,102,111.1,0.609,9.9,101,0.644
699821d4e161b702e08a5e05,22500332,1610612742,106.9,116.5,0.593,12.3,100,0.613
699821d4e161b702e08a5e06,22500325,1610612743,120,134.4,0.693,15,100,0.715
699821d4e161b702e08a5e07,22500331,1610612749,112.4,113.9,0.567,2.9,97.5,0.619
699821d4e161b702e08a5e08,22500324,1610612757,106.8,118.3,0.518,14,102,0.597
699821d4e161b702e08a5e09,22500326,1610612753,108.6,104.3,0.5,-3.9,106,0.522
699821d4e161b702e08a5e0a,22500326,1610612759,104.7,106,0.533,3.9,106,0.561
699821d4e161b702e08a5e0b,22500324,1610612739,120.8,108.3,0.473,-14,102,0.526
699821d4e161b702e08a5e0c,22500331,1610612765,115.3,101.3,0.474,-2.9,97.5,0.516
699821d4e161b702e08a5e0d,22500325,1610612754,135,122.7,0.599,-15,100,0.64
699821d4e161b702e08a5e0e,22500332,1610612748,119.2,102,0.45,-12.3,100,0.496
699821d4e161b702e08a5e0f,22500329,1610612741,111.9,97.2,0.461,-9.9,101,0.51
699821d4e161b702e08a5e10,22500328,1610612766,126.6,103.8,0.472,-14.8,93.5,0.524
699821d4e161b702e08a5e11,22500327,1610612737,118.6,91.9,0.476,-22.7,96.5,0.505
699821d4e161b702e08a5e12,22500330,1610612758,121,92.8,0.464,-26,100,0.468
699821d4e161b702e08a5e13,22500323,1610612760,109.8,123.9,0.677,11.8,102,0.696
699821d4e161b702e08a5e14,22500318,1610612755,98.1,112.6,0.534,20.6,103,0.553
699821d4e161b702e08a5e15,22500319,1610612761,113.5,112.8,0.594,5.2,103,0.61
699821d4e161b702e08a5e16,22500322,1610612759,119,124,0.554,8.3,99.5,0.596
699821d4e161b702e08a5e17,22500320,1610612738,130,133.5,0.638,8.2,89.5,0.66
699821d4e161b702e08a5e18,22500321,1610612750,127.9,128.7,0.596,5.1,100.98,0.638
699821d4e161b702e08a5e19,22500321,1610612740,133,125.2,0.615,-5.1,100.98,0.667
699821d4e161b702e08a5e1a,22500320,1610612752,138.2,123.8,0.618,-8.2,89.5,0.633
699821d4e161b702e08a5e1b,22500322,1610612763,127.3,111.7,0.55,-8.3,99.5,0.592
699821d4e161b702e08a5e1c,22500319,1610612757,118.6,114.5,0.584,-5.2,103,0.608
699821d4e161b702e08a5e1d,22500318,1610612764,118.6,100.9,0.449,-20.6,103,0.5
699821d4e161b702e08a5e1e,22500323,1610612744,121.6,108.3,0.547,-11.8,102,0.563
699821d4e161b702e08a5e1f,22500317,1610612756,106.9,121.9,0.658,15.6,101.5,0.654
699821d4e161b702e08a5e20,22500310,1610612739,120.2,134,0.582,16.2,99,0.609
699821d4e161b702e08a5e21,22500313,1610612748,116,131.7,0.65,16,106,0.665
699821d4e161b702e08a5e22,22500316,1610612762,116.8,125.8,0.578,6.3,107.5,0.623
699821d4e161b702e08a5e23,22500314,1610612753,112.1,115.2,0.563,4.7,107,0.61
699821d4e161b702e08a5e24,22500312,1610612751,103,114.3,0.536,14.2,99.5,0.56
699821d4e161b702e08a5e25,22500309,1610612765,97,97.5,0.471,1,101,0.513
699821d4e161b702e08a5e26,22500311,1610612764,124.8,123.3,0.583,1.7,101.5,0.594
699821d4e161b702e08a5e27,22500315,1610612742,119.8,128.2,0.642,8.6,101.5,0.647
699821d4e161b702e08a5e28,22500315,1610612743,128.4,117.6,0.535,-8.6,101.5,0.566
699821d4e161b702e08a5e29,22500311,1610612749,126.5,122,0.673,-1.7,101.5,0.676
699821d4e161b702e08a5e2a,22500309,1610612737,98,96.2,0.506,-1,101,0.522
699821d4e161b702e08a5e2b,22500312,1610612766,117.2,99.1,0.518,-14.2,99.5,0.554
699821d4e161b702e08a5e2c,22500314,1610612741,116.8,110.4,0.591,-4.7,107,0.614
699821d4e161b702e08a5e2d,22500316,1610612745,123.1,115.7,0.495,-6.3,107.5,0.563
699821d4e161b702e08a5e2e,22500313,1610612746,132.1,110.4,0.495,-16,106,0.552
699821d4e161b702e08a5e2f,22500310,1610612754,136.4,117.5,0.541,-16.2,99,0.587
699821d4e161b702e08a5e30,22500317,1610612747,122.5,104.2,0.594,-15.6,101.5,0.624
699821d4e161b702e08a5e31,22500301,1610612745,99,125.8,0.592,27.5,102,0.635
699821d4e161b702e08a5e32,22500303,1610612752,96.9,120.8,0.542,21.5,97.5,0.563
699821d4e161b702e08a5e33,22500308,1610612747,122.2,130.2,0.569,12.1,99,0.638
699821d4e161b702e08a5e34,22500306,1610612750,117.9,130.6,0.661,15.1,94.5,0.674
699821d4e161b702e08a5e35,22500305,1610612760,106.5,113.8,0.544,7.4,108,0.591
699821d4e161b702e08a5e36,22500304,1610612737,104.7,108.4,0.534,6.3,105.93,0.582
699821d4e161b702e08a5e37,22500307,1610612763,104.9,108.8,0.576,7.8,102,0.601
699821d4e161b702e08a5e38,22500302,1610612738,118.6,119.7,0.58,3.3,96.5,0.624
699821d4e161b702e08a5e39,22500302,1610612739,121.9,117.7,0.564,-3.3,96.5,0.577
699821d4e161b702e08a5e3a,22500307,1610612758,112.7,105.2,0.5,-7.8,102,0.516
699821d4e161b702e08a5e3b,22500304,1610612755,110.9,104.1,0.486,-6.3,105.93,0.55
699821d4e161b702e08a5e3c,22500305,1610612757,113.9,108.2,0.483,-7.4,108,0.546
699821d4e161b702e08a5e3d,22500306,1610612759,133,117.4,0.571,-15.1,94.5,0.606
699821d4e161b702e08a5e3e,22500308,1610612740,134.3,121.2,0.577,-12.1,99,0.606
699821d4e161b702e08a5e3f,22500303,1610612761,118.4,94.5,0.483,-21.5,97.5,0.492
699821d4e161b702e08a5e40,22500301,1610612762,126.5,98.4,0.494,-27.5,102,0.534
699821d4e161b702e08a5e41,22500297,1610612749,106.5,124.1,0.619,17,93.5,0.634
699821d4e161b702e08a5e42,22500299,1610612743,120.4,140.9,0.724,19.4,93,0.763
699821d4e161b702e08a5e43,22500298,1610612744,102.1,106.3,0.473,7.3,94.5,0.511
699821d4e161b702e08a5e44,22500293,1610612750,119.8,116.9,0.62,4.2,96,0.648
699821d4e161b702e08a5e45,22500295,1610612754,101,103.2,0.534,4.1,99,0.549
699821d4e161b702e08a5e46,22500294,1610612766,109.9,114.8,0.495,8.1,91.02,0.558
699821d4e161b702e08a5e47,22500296,1610612765,121.6,122,0.651,2.7,111,0.669
699821d4e161b702e08a5e48,22500300,1610612742,104.8,106.2,0.506,4.9,104.5,0.557
699821d4e161b702e08a5e49,22500300,1610612746,109.6,103.2,0.506,-4.9,104.5,0.587
699821d4e161b702e08a5e4a,22500296,1610612748,124.3,120.4,0.58,-2.7,111,0.642
699821d4e161b702e08a5e4b,22500294,1610612761,118,105.2,0.49,-8.1,91.02,0.521
699821d4e161b702e08a5e4c,22500295,1610612741,105.1,102,0.529,-4.1,99,0.537
699821d4e161b702e08a5e4d,22500293,1610612738,124,115.5,0.552,-4.2,96,0.56
699821d4e161b702e08a5e4e,22500298,1610612740,109.5,98,0.413,-7.3,94.5,0.475
699821d4e161b702e08a5e4f,22500299,1610612756,139.8,117.4,0.523,-19.4,93,0.563
699821d4e161b702e08a5e50,22500297,1610612751,123.4,100.5,0.571,-17,93.5,0.586
699821d4e161b702e08a5e51,22500073,1610612754,85.1,114.7,0.592,33.9,100.5,0.609
699821d4e161b702e08a5e52,22500070,1610612755,105.1,115.2,0.551,11.1,98.5,0.594
699821d4e161b702e08a5e53,22500075,1610612760,112.3,115.7,0.569,3.8,106,0.619
699821d4e161b702e08a5e54,22500077,1610612762,115.5,122.4,0.557,8.7,103,0.612
699821d4e161b702e08a5e55,22500078,1610612747,124,133.8,0.711,11.8,95.5,0.738
699821d4e161b702e08a5e56,22500069,1610612737,115,117.7,0.615,6.5,107,0.635
699821d4e161b702e08a5e57,22500079,1610612763,109.2,114.7,0.54,3.9,98.5,0.573
699821d4e161b702e08a5e58,22500074,1610612752,117.2,121,0.536,8.3,93.5,0.599
699821d4e161b702e08a5e59,22500076,1610612759,136,132.3,0.58,0.3,101,0.643
699821d4e161b702e08a5e5a,22500071,1610612766,109.4,110.3,0.531,5.5,106.5,0.572
699821d4e161b702e08a5e5b,22500072,1610612753,104.8,100.8,0.438,1.9,104.5,0.504
699821d4e161b702e08a5e5c,22500072,1610612765,106.7,101.3,0.506,-1.9,104.5,0.558
699821d4e161b702e08a5e5d,22500071,1610612741,115,108.6,0.515,-5.5,106.5,0.548
699821d4e161b702e08a5e5e,22500076,1610612743,136.3,126.9,0.615,-0.3,101,0.653
699821d4e161b702e08a5e5f,22500074,1610612749,125.5,118.5,0.648,-8.3,93.5,0.665
699821d4e161b702e08a5e60,22500079,1610612746,113.1,103.6,0.494,-3.9,98.5,0.545
699821d4e161b702e08a5e61,22500069,1610612739,121.5,115.2,0.553,-6.5,107,0.592
699821d4e161b702e08a5e62,22500078,1610612742,135.8,122.9,0.56,-11.8,95.5,0.596
699821d4e161b702e08a5e63,22500077,1610612758,124.3,111.1,0.5,-8.7,103,0.541
699821d4e161b702e08a5e64,22500075,1610612756,116,108.6,0.538,-3.8,106,0.58
699821d4e161b702e08a5e65,22500070,1610612751,116.2,102.5,0.476,-11.1,98.5,0.534
699821d4e161b702e08a5e66,22500073,1610612764,119,87,0.435,-33.9,100.5,0.463
699821d4e161b702e08a5e67,22500061,1610612752,104.1,125.3,0.642,27.5,97.5,0.672
699821d4e161b702e08a5e68,22500067,1610612759,101,113.9,0.46,11.8,101.5,0.513
699821d4e161b702e08a5e69,22500064,1610612760,106.1,112.2,0.519,6.9,99.5,0.584
699821d4e161b702e08a5e6a,22500062,1610612748,103,107.3,0.518,0.9,101,0.565
699821d4e161b702e08a5e6b,22500068,1610612756,103.1,112.2,0.538,12.4,97,0.561
699821d4e161b702e08a5e6c,22500065,1610612763,117.4,123,0.624,3.5,99.17,0.645
699821d4e161b702e08a5e6d,22500066,1610612744,114.3,106.1,0.5,-4.4,91,0.548
699821d4e161b702e08a5e6e,22500060,1610612738,117.5,118.7,0.552,3.1,97,0.6
699821d4e161b702e08a5e6f,22500063,1610612761,94.1,94.3,0.417,2,101,0.476
699821d4e161b702e08a5e70,22500063,1610612754,96,92.1,0.519,-2,101,0.539
699821d4e161b702e08a5e71,22500060,1610612765,120.6,113.1,0.457,-3.1,97,0.524
