gameId,gameDateTimeEst,hometeamName,awayteamName,hometeamId,awayteamId,homeScore,awayScore,home_win,point_diff,away_is_b2b,home_roll10_win,home_roll10_assists,home_roll10_steals,home_roll10_fieldGoalsPercentage,home_roll10_ast_to_ratio,home_roll10_efg_proxy,home_roll15_win,home_roll15_net_margin,home_roll15_assists,home_roll15_fieldGoalsPercentage,home_roll15_reboundsOffensive,home_roll15_ast_to_ratio,away_roll10_win,away_roll10_assists,away_roll10_fieldGoalsPercentage,away_roll10_ast_to_ratio,away_roll10_efg_proxy,away_roll15_fieldGoalsPercentage,away_roll15_reboundsOffensive,away_roll15_efg_proxy,diff_roll15_win,diff_roll15_net_margin,diff_roll15_ast_to_ratio,season_year,home_elo,away_elo,diff_elo,home_games_into_season,away_games_into_season
21500047,2015-11-02 19:30:00,Nets,Bucks,1610612751,1610612749,96,103,0,-7,1,0.0,19.0,6.666666666666667,0.4343333333333333,1.4482905982905983,0.4615333333333333,0.0,-17.333333333333332,19.0,0.4343333333333333,8.666666666666666,1.4482905982905983,0.0,23.666666666666668,0.427,1.391203703703704,0.47974999999999995,0.427,10.333333333333334,0.47974999999999995,0.0,-1.0,0.05708689458689431,2015,1470.838437642876,1471.7049081581965,-0.8664705153205432,3,3
21500048,2015-11-02 19:30:00,Knicks,Spurs,1610612752,1610612759,84,94,0,-10,1,0.6666666666666666,22.0,9.666666666666666,0.446,1.4290271132376395,0.49960000000000004,0.6666666666666666,7.0,22.0,0.446,14.666666666666666,1.4290271132376395,0.6666666666666666,22.333333333333332,0.461,1.3566951566951566,0.51125,0.461,9.666666666666666,0.51125,0.0,-2.666666666666666,0.07233195654248292,2015,1510.0,1510.0080435540322,-0.008043554032155953,3,3
21500049,2015-11-02 20:00:00,Rockets,Thunder,1610612745,1610612760,110,105,1,5,1,0.0,18.666666666666668,8.333333333333334,0.37200000000000005,1.0762527233115469,0.40819999999999995,0.0,-20.0,18.666666666666668,0.37200000000000005,10.0,1.0762527233115469,1.0,24.0,0.48866666666666664,1.2314118629908104,0.5478666666666666,0.48866666666666664,15.333333333333334,0.5478666666666666,-1.0,-31.0,-0.15515913967926354,2015,1471.1255065523305,1528.8664744330495,-57.74096788071893,3,3
21500051,2015-11-02 22:30:00,Warriors,Grizzlies,1610612744,1610612763,119,69,1,50,0,1.0,27.0,9.0,0.47900000000000004,2.4333333333333336,0.53965,1.0,16.666666666666668,27.0,0.47900000000000004,11.666666666666666,2.4333333333333336,0.6666666666666666,22.333333333333332,0.4263333333333333,1.894510582010582,0.4740333333333333,0.4263333333333333,11.333333333333334,0.4740333333333333,0.33333333333333337,20.333333333333336,0.5388227513227515,2015,1528.3032688014086,1509.161562357124,19.141706444284637,3,3
21500052,2015-11-02 22:30:00,Clippers,Suns,1610612746,1610612756,102,96,1,6,0,1.0,22.0,6.0,0.4916666666666667,1.809640522875817,0.5321166666666667,1.0,9.333333333333334,22.0,0.4916666666666667,6.666666666666667,1.809640522875817,0.6666666666666666,16.0,0.41733333333333333,0.9713675213675215,0.45813333333333334,0.41733333333333333,11.666666666666666,0.45813333333333334,0.33333333333333337,5.000000000000001,0.8382730015082955,2015,1529.4249887221547,1510.525849522552,18.899139199602587,3,3
21500053,2015-11-03 19:00:00,Hornets,Bulls,1610612766,1610612741,130,105,1,25,0,0.0,22.0,6.0,0.3913333333333333,1.7259259259259256,0.44273333333333326,0.0,-5.0,22.0,0.3913333333333333,11.0,1.7259259259259256,0.75,18.5,0.43675,1.1083333333333334,0.4906,0.43675,7.75,0.4906,-0.75,-9.5,0.6175925925925922,2015,1471.1646507572923,1518.8755795558989,-47.710928798606574,3,4
21500055,2015-11-03 19:30:00,Heat,Hawks,1610612748,1610612737,92,98,0,-6,0,0.6666666666666666,22.666666666666668,7.0,0.47,1.6615384615384616,0.53475,0.6666666666666666,6.666666666666667,22.666666666666668,0.47,6.333333333333333,1.6615384615384616,0.75,23.25,0.45275,1.65625,0.501575,0.45275,7.75,0.501575,-0.08333333333333337,5.666666666666667,0.005288461538461631,2015,1509.1700363093148,1519.410360520553,-10.240324211238203,3,4
21500054,2015-11-03 19:30:00,Pistons,Pacers,1610612765,1610612754,82,94,0,-12,0,1.0,19.0,5.333333333333333,0.38833333333333336,1.3555555555555554,0.4381333333333333,1.0,7.0,19.0,0.38833333333333336,17.0,1.3555555555555554,0.0,18.666666666666668,0.41533333333333333,1.1119658119658118,0.4666333333333334,0.41533333333333333,8.333333333333334,0.4666333333333334,1.0,19.333333333333336,0.2435897435897436,2015,1529.71225631668,1470.5749835015706,59.13727281510933,3,3
21500056,2015-11-03 20:00:00,Pelicans,Magic,1610612740,1610612753,94,103,0,-9,0,0.0,20.666666666666668,6.666666666666667,0.426,1.4025119617224882,0.47750000000000004,0.0,-16.0,20.666666666666668,0.426,9.666666666666666,1.4025119617224882,0.0,22.0,0.40066666666666667,1.2913943355119826,0.44366666666666665,0.40066666666666667,14.333333333333334,0.44366666666666665,0.0,-13.0,0.11111762621050558,2015,1471.409463604066,1471.4116880386264,-0.0022244345602757676,3,3
21500057,2015-11-03 20:30:00,Mavericks,Raptors,1610612742,1610612761,91,102,0,-11,0,0.6666666666666666,24.666666666666668,5.333333333333333,0.4306666666666667,2.4125874125874125,0.48281666666666667,0.6666666666666666,3.3333333333333335,24.666666666666668,0.4306666666666667,9.333333333333334,2.4125874125874125,1.0,21.333333333333332,0.4483333333333333,1.1738816738816737,0.5109333333333334,0.4483333333333333,12.0,0.5109333333333334,-0.33333333333333337,-8.666666666666666,1.2387057387057387,2015,1509.4249887221547,1528.8701031196488,-19.44511439749408,3,3
